,yield,MAXssssC_x,MINssssC_x,MDEC-34_y,MAXsF_x,MINsF_x,MDEC-13_y,MINaaS_x,MAXaaS_x,GGI1_y,MAXssssC_y,MINssssC_y,ETA_eta_BR_y,AATSC0d_y,mZagreb1_y,ETA_eta_B_y,GATS5Z_x,ATSC4Z_y,ATSC4m_y,Xc-3d_y,ATSC2v_y,AATSC2v_y,MATS2Z_x,C4SP3_y,MATS2v_y,ATSC2m_y,Xc-6dv_y,ATSC2Z_y,GATS3p_y,ATSC4dv_y,MDEC-11_y,NsCH3_y,ATSC2p_y,Xc-4dv_y,Xc-3dv_y,MIC1_x,SsCH3_y,ATSC2i_y,AATSC1d_y,MATS2p_y,AATSC2p_y,PEOE_VSA8_y,AETA_eta_BR_y,GATS3i_y,MATS2i_y,AATSC2i_y,JGT10_y,BCUTd-1h_y,ATSC7d_y,MIC2_x
20,85.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,2.024633708569158,0.1178522016611382,0.0255637692439304,-0.4640111756437078,0.8574636732026839,1.0716477960663775,1.1151940542823269,-0.5773502691896258,1.1729512705896592,0.3480367639014094,-0.5822002134108877,0.3152553208998548,0.2738485310959856,1.240847985241717,-1.1846067775364286,0.4192979391431046,1.0308727539027127,-0.5943225179210394,-0.6691041878211763,0.9697305621506996,0.1293656456661658,1.0649230082551178,1.3845006461232328,1.2617185402757596,1.2153023149500253,0.8609893701735346,-0.3728570154053589,0.4578449270563101,1.2452930192254814,1.2287186047956644,0.079504218655956,-0.5496133485171606,0.3456473618968226,1.187355983662514
21,68.0,-1.0,-1.0,,-1.224744871391585,-1.224744871391585,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,1.4740918360322948,0.1178522016611382,0.0255637692439304,-0.4640111756437078,0.8574636732026839,1.0716477960663775,2.199322122155715,-0.5773502691896258,1.1729512705896592,0.3480367639014094,-0.5822002134108877,0.3152553208998548,0.2738485310959856,1.240847985241717,-1.1846067775364286,0.4192979391431046,1.0308727539027127,-0.5943225179210394,-0.6691041878211763,0.9940478092446134,0.1293656456661658,1.0649230082551178,1.3845006461232328,1.2617185402757596,1.2153023149500253,0.8609893701735346,-0.3728570154053589,0.4578449270563101,1.2452930192254814,1.2287186047956644,0.079504218655956,-0.5496133485171606,0.3456473618968226,0.9971222283471236
22,87.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,0.4225337359452096,0.1178522016611382,0.0255637692439304,-0.4640111756437078,0.8574636732026839,1.0716477960663775,0.184758404109788,-0.5773502691896258,1.1729512705896592,0.3480367639014094,-0.5822002134108877,0.3152553208998548,0.2738485310959856,1.240847985241717,-1.1846067775364286,0.4192979391431046,1.0308727539027127,-0.5943225179210394,-0.6691041878211763,-0.4679320858598046,0.1293656456661658,1.0649230082551178,1.3845006461232328,1.2617185402757596,1.2153023149500253,0.8609893701735346,-0.3728570154053589,0.4578449270563101,1.2452930192254814,1.2287186047956644,0.079504218655956,-0.5496133485171606,0.3456473618968226,0.0081197239277086
23,37.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,,0.1178522016611382,0.0255637692439304,-0.4640111756437078,0.8574636732026839,1.0716477960663775,-1.0259027364186826,-0.5773502691896258,1.1729512705896592,0.3480367639014094,-0.5822002134108877,0.3152553208998548,0.2738485310959856,1.240847985241717,-1.1846067775364286,0.4192979391431046,1.0308727539027127,-0.5943225179210394,-0.6691041878211763,0.4037642810104196,0.1293656456661658,1.0649230082551178,1.3845006461232328,1.2617185402757596,1.2153023149500253,0.8609893701735346,-0.3728570154053589,0.4578449270563101,1.2452930192254814,1.2287186047956644,0.079504218655956,-0.5496133485171606,0.3456473618968226,-0.0526776391433324
24,9.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,-0.9215901528829502,0.1178522016611382,0.0255637692439304,-0.4640111756437078,0.8574636732026839,1.0716477960663775,-0.953969070599792,-0.5773502691896258,1.1729512705896592,0.3480367639014094,-0.5822002134108877,0.3152553208998548,0.2738485310959856,1.240847985241717,-1.1846067775364286,0.4192979391431046,1.0308727539027127,-0.5943225179210394,-0.6691041878211763,0.1646779432917233,0.1293656456661658,1.0649230082551178,1.3845006461232328,1.2617185402757596,1.2153023149500253,0.8609893701735346,-0.3728570154053589,0.4578449270563101,1.2452930192254814,1.2287186047956644,0.079504218655956,-0.5496133485171606,0.3456473618968226,0.0446471773041351
25,84.0,,,,,,-0.1729636545085497,0.7071067811865511,0.7071067811865511,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,,0.1178522016611382,0.0255637692439304,-0.4640111756437078,0.8574636732026839,1.0716477960663775,-0.9884972301928594,-0.5773502691896258,1.1729512705896592,0.3480367639014094,-0.5822002134108877,0.3152553208998548,0.2738485310959856,1.240847985241717,-1.1846067775364286,0.4192979391431046,1.0308727539027127,-0.5943225179210394,-0.6691041878211763,1.1617105203995373,0.1293656456661658,1.0649230082551178,1.3845006461232328,1.2617185402757596,1.2153023149500253,0.8609893701735346,-0.3728570154053589,0.4578449270563101,1.2452930192254814,1.2287186047956644,0.079504218655956,-0.5496133485171606,0.3456473618968226,0.7055470300722897
26,86.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,-0.9330409891363706,1.1269985335073505,1.06683024912113,-0.1776307386140102,-0.6388013956606863,-0.7094014241950138,-1.0159372919832852,-0.5773502691896258,-0.746211053953526,-0.4560034008170666,-0.5822002134108877,-0.4422138236916429,0.7206492103833161,1.0388519695142726,,-0.9592158333821706,-0.6980627713169492,-0.5943225179210394,-0.6454495223664675,-0.9329128857739803,-0.9022944680802586,-0.6590554118924526,-0.308770880322378,-0.892961090901454,-0.8641755722000769,0.8609893701735346,0.6309108898930662,0.7721968057362435,-0.8560163491199864,-0.8401115761526777,0.706971765817044,-0.5515228101222012,-0.3650298554670467,-0.869562740380428
27,39.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,-0.1633059077592081,1.1269985335073505,1.06683024912113,-0.1776307386140102,-0.6388013956606863,-0.7094014241950138,0.8192484262254859,-0.5773502691896258,-0.746211053953526,-0.4560034008170666,-0.5822002134108877,-0.4422138236916429,0.7206492103833161,1.0388519695142726,,-0.9592158333821706,-0.6980627713169492,-0.5943225179210394,-0.6454495223664675,-0.1248241266296101,-0.9022944680802586,-0.6590554118924526,-0.308770880322378,-0.892961090901454,-0.8641755722000769,0.8609893701735346,0.6309108898930662,0.7721968057362435,-0.8560163491199864,-0.8401115761526777,0.706971765817044,-0.5515228101222012,-0.3650298554670467,-0.3367193181130153
28,88.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,-0.0840803037175177,1.1269985335073505,1.06683024912113,-0.1776307386140102,-0.6388013956606863,-0.7094014241950138,0.8192484262254859,-0.5773502691896258,-0.746211053953526,-0.4560034008170666,-0.5822002134108877,-0.4422138236916429,0.7206492103833161,1.0388519695142726,,-0.9592158333821706,-0.6980627713169492,-0.5943225179210394,-0.6454495223664675,-0.1248241266296101,-0.9022944680802586,-0.6590554118924526,-0.308770880322378,-0.892961090901454,-0.8641755722000769,0.8609893701735346,0.6309108898930662,0.7721968057362435,-0.8560163491199864,-0.8401115761526777,0.706971765817044,-0.5515228101222012,-0.3650298554670467,-0.1221593828183197
29,83.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,0.2175040614055033,1.1269985335073505,1.06683024912113,-0.1776307386140102,-0.6388013956606863,-0.7094014241950138,0.6054826251675923,-0.5773502691896258,-0.746211053953526,-0.4560034008170666,-0.5822002134108877,-0.4422138236916429,0.7206492103833161,1.0388519695142726,,-0.9592158333821706,-0.6980627713169492,-0.5943225179210394,-0.6454495223664675,0.3439883439314612,-0.9022944680802586,-0.6590554118924526,-0.308770880322378,-0.892961090901454,-0.8641755722000769,0.8609893701735346,0.6309108898930662,0.7721968057362435,-0.8560163491199864,-0.8401115761526777,0.706971765817044,-0.5515228101222012,-0.3650298554670467,0.0920361353945687
30,83.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,0.2548475734999155,1.1269985335073505,1.06683024912113,-0.1776307386140102,-0.6388013956606863,-0.7094014241950138,0.6054826251675923,-0.5773502691896258,-0.746211053953526,-0.4560034008170666,-0.5822002134108877,-0.4422138236916429,0.7206492103833161,1.0388519695142726,,-0.9592158333821706,-0.6980627713169492,-0.5943225179210394,-0.6454495223664675,0.3439883439314612,-0.9022944680802586,-0.6590554118924526,-0.308770880322378,-0.892961090901454,-0.8641755722000769,0.8609893701735346,0.6309108898930662,0.7721968057362435,-0.8560163491199864,-0.8401115761526777,0.706971765817044,-0.5515228101222012,-0.3650298554670467,0.2931849861712911
31,86.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,0.26885139053532,1.1269985335073505,1.06683024912113,-0.1776307386140102,-0.6388013956606863,-0.7094014241950138,0.6054826251675923,-0.5773502691896258,-0.746211053953526,-0.4560034008170666,-0.5822002134108877,-0.4422138236916429,0.7206492103833161,1.0388519695142726,,-0.9592158333821706,-0.6980627713169492,-0.5943225179210394,-0.6454495223664675,0.3439883439314612,-0.9022944680802586,-0.6590554118924526,-0.308770880322378,-0.892961090901454,-0.8641755722000769,0.8609893701735346,0.6309108898930662,0.7721968057362435,-0.8560163491199864,-0.8401115761526777,0.706971765817044,-0.5515228101222012,-0.3650298554670467,0.2931849861712911
