,yield,R2_C,R2_H,under_O2,under_air,solvent_CH3CN,solvent_MeOH,solvent_toluene,organocatalyst(mol%),temp(℃),time(h),0_R1-,5_R1-,9_R1-,10_R1-,13_R1-,15_R1-,16_R1-,17_R1-,18_R1-,23_R1-,26_R1-,27_R1-,34_R1-,36_R1-,41_R1-,42_R1-,43_R1-,49_R1-,54_R1-,55_R1-,58_R1-,59_R1-,60_R1-,68_R1-,69_R1-,74_R1-,78_R1-,80_R1-,81_R1-,84_R1-,85_R1-,88_R1-,91_R1-,92_R1-,93_R1-,94_R1-,96_R1-,97_R1-,103_R1-,104_R1-,106_R1-,112_R1-,113_R1-,116_R1-,117_R1-,121_R1-,124_R1-,125_R1-,132_R1-,133_R1-,136_R1-,137_R1-,145_R1-,150_R1-,152_R1-,153_R1-,154_R1-,159_R1-,162_R1-,164_R1-,168_R1-,171_R1-,174_R1-,176_R1-,177_R1-,181_R1-,185_R1-,186_R1-,189_R1-,192_R1-,194_R1-,195_R1-,196_R1-,198_R1-,199_R1-,201_R1-,203_R1-,205_R1-,206_R1-,207_R1-,208_R1-,214_R1-,216_R1-,217_R1-,219_R1-,220_R1-,221_R1-,222_R1-,224_R1-,226_R1-,234_R1-,242_R1-,244_R1-,245_R1-,246_R1-,249_R1-,250_R1-,251_R1-,253_R1-,254_R1-,256_R1-,258_R1-,260_R1-,262_R1-,263_R1-,266_R1-,267_R1-,270_R1-,273_R1-,274_R1-,277_R1-,281_R1-,282_R1-,286_R1-,288_R1-,289_R1-,290_R1-,292_R1-,294_R1-,298_R1-,303_R1-,304_R1-,307_R1-,308_R1-,309_R1-,315_R1-,316_R1-,317_R1-,318_R1-,319_R1-,320_R1-,322_R1-,324_R1-,325_R1-,327_R1-,328_R1-,329_R1-,330_R1-,333_R1-,334_R1-,335_R1-,336_R1-,340_R1-,341_R1-,345_R1-,350_R1-,351_R1-,356_R1-,358_R1-,359_R1-,365_R1-,367_R1-,370_R1-,371_R1-,372_R1-,373_R1-,375_R1-,377_R1-,381_R1-,382_R1-,383_R1-,385_R1-,388_R1-,389_R1-,390_R1-,391_R1-,392_R1-,397_R1-,399_R1-,400_R1-,401_R1-,402_R1-,405_R1-,406_R1-,408_R1-,410_R1-,411_R1-,412_R1-,413_R1-,414_R1-,417_R1-,418_R1-,422_R1-,424_R1-,426_R1-,428_R1-,433_R1-,436_R1-,439_R1-,440_R1-,441_R1-,442_R1-,451_R1-,455_R1-,456_R1-,464_R1-,465_R1-,471_R1-,474_R1-,475_R1-,477_R1-,478_R1-,479_R1-,481_R1-,485_R1-,486_R1-,488_R1-,490_R1-,492_R1-,499_R1-,502_R1-,505_R1-,507_R1-,508_R1-,0_organocatalyst,1_organocatalyst,2_organocatalyst,3_organocatalyst,4_organocatalyst,5_organocatalyst,6_organocatalyst,9_organocatalyst,10_organocatalyst,13_organocatalyst,14_organocatalyst,15_organocatalyst,16_organocatalyst,17_organocatalyst,18_organocatalyst,20_organocatalyst,21_organocatalyst,22_organocatalyst,23_organocatalyst,25_organocatalyst,26_organocatalyst,27_organocatalyst,29_organocatalyst,31_organocatalyst,33_organocatalyst,34_organocatalyst,35_organocatalyst,36_organocatalyst,37_organocatalyst,39_organocatalyst,41_organocatalyst,44_organocatalyst,47_organocatalyst,48_organocatalyst,49_organocatalyst,51_organocatalyst,53_organocatalyst,54_organocatalyst,58_organocatalyst,59_organocatalyst,60_organocatalyst,62_organocatalyst,63_organocatalyst,68_organocatalyst,69_organocatalyst,70_organocatalyst,71_organocatalyst,72_organocatalyst,74_organocatalyst,76_organocatalyst,77_organocatalyst,79_organocatalyst,80_organocatalyst,82_organocatalyst,83_organocatalyst,84_organocatalyst,85_organocatalyst,88_organocatalyst,89_organocatalyst,91_organocatalyst,92_organocatalyst,93_organocatalyst,94_organocatalyst,96_organocatalyst,99_organocatalyst,100_organocatalyst,101_organocatalyst,102_organocatalyst,103_organocatalyst,104_organocatalyst,105_organocatalyst,107_organocatalyst,108_organocatalyst,109_organocatalyst,111_organocatalyst,114_organocatalyst,115_organocatalyst,116_organocatalyst,117_organocatalyst,120_organocatalyst,121_organocatalyst,122_organocatalyst,123_organocatalyst,125_organocatalyst,128_organocatalyst,129_organocatalyst,132_organocatalyst,134_organocatalyst,136_organocatalyst,137_organocatalyst,138_organocatalyst,139_organocatalyst,141_organocatalyst,142_organocatalyst,145_organocatalyst,146_organocatalyst,147_organocatalyst,148_organocatalyst,150_organocatalyst,152_organocatalyst,153_organocatalyst,154_organocatalyst,155_organocatalyst,156_organocatalyst,157_organocatalyst,158_organocatalyst,160_organocatalyst,161_organocatalyst,162_organocatalyst,164_organocatalyst,165_organocatalyst,167_organocatalyst,172_organocatalyst,174_organocatalyst,176_organocatalyst,177_organocatalyst,178_organocatalyst,180_organocatalyst,181_organocatalyst,182_organocatalyst,183_organocatalyst,184_organocatalyst,185_organocatalyst,186_organocatalyst,188_organocatalyst,189_organocatalyst,190_organocatalyst,191_organocatalyst,192_organocatalyst,193_organocatalyst,194_organocatalyst,195_organocatalyst,196_organocatalyst,197_organocatalyst,198_organocatalyst,199_organocatalyst,201_organocatalyst,202_organocatalyst,203_organocatalyst,206_organocatalyst,207_organocatalyst,208_organocatalyst,212_organocatalyst,214_organocatalyst,216_organocatalyst,217_organocatalyst,219_organocatalyst,220_organocatalyst,222_organocatalyst,223_organocatalyst,224_organocatalyst,226_organocatalyst,231_organocatalyst,232_organocatalyst,234_organocatalyst,235_organocatalyst,238_organocatalyst,239_organocatalyst,242_organocatalyst,244_organocatalyst,246_organocatalyst,247_organocatalyst,248_organocatalyst,249_organocatalyst,250_organocatalyst,251_organocatalyst,253_organocatalyst,254_organocatalyst,255_organocatalyst,257_organocatalyst,258_organocatalyst,259_organocatalyst,261_organocatalyst,262_organocatalyst,264_organocatalyst,266_organocatalyst,267_organocatalyst,268_organocatalyst,273_organocatalyst,274_organocatalyst,275_organocatalyst,277_organocatalyst,279_organocatalyst,280_organocatalyst,281_organocatalyst,282_organocatalyst,286_organocatalyst,287_organocatalyst,288_organocatalyst,289_organocatalyst,290_organocatalyst,293_organocatalyst,294_organocatalyst,296_organocatalyst,297_organocatalyst,298_organocatalyst,302_organocatalyst,303_organocatalyst,304_organocatalyst,305_organocatalyst,306_organocatalyst,307_organocatalyst,308_organocatalyst,309_organocatalyst,313_organocatalyst,314_organocatalyst,315_organocatalyst,316_organocatalyst,317_organocatalyst,318_organocatalyst,320_organocatalyst,322_organocatalyst,324_organocatalyst,325_organocatalyst,327_organocatalyst,328_organocatalyst,329_organocatalyst,330_organocatalyst,331_organocatalyst,333_organocatalyst,334_organocatalyst,335_organocatalyst,336_organocatalyst,337_organocatalyst,338_organocatalyst,340_organocatalyst,341_organocatalyst,342_organocatalyst,343_organocatalyst,344_organocatalyst,345_organocatalyst,348_organocatalyst,349_organocatalyst,350_organocatalyst,351_organocatalyst,352_organocatalyst,353_organocatalyst,355_organocatalyst,356_organocatalyst,357_organocatalyst,358_organocatalyst,359_organocatalyst,362_organocatalyst,364_organocatalyst,365_organocatalyst,366_organocatalyst,368_organocatalyst,370_organocatalyst,371_organocatalyst,372_organocatalyst,373_organocatalyst,375_organocatalyst,376_organocatalyst,378_organocatalyst,379_organocatalyst,380_organocatalyst,381_organocatalyst,382_organocatalyst,383_organocatalyst,386_organocatalyst,387_organocatalyst,388_organocatalyst,389_organocatalyst,390_organocatalyst,391_organocatalyst,392_organocatalyst,393_organocatalyst,395_organocatalyst,397_organocatalyst,398_organocatalyst,399_organocatalyst,400_organocatalyst,401_organocatalyst,402_organocatalyst,404_organocatalyst,405_organocatalyst,406_organocatalyst,407_organocatalyst,409_organocatalyst,410_organocatalyst,411_organocatalyst,412_organocatalyst,413_organocatalyst,415_organocatalyst,416_organocatalyst,417_organocatalyst,418_organocatalyst,420_organocatalyst,421_organocatalyst,425_organocatalyst,426_organocatalyst,430_organocatalyst,431_organocatalyst,432_organocatalyst,433_organocatalyst,436_organocatalyst,438_organocatalyst,439_organocatalyst,440_organocatalyst,441_organocatalyst,442_organocatalyst,444_organocatalyst,448_organocatalyst,449_organocatalyst,451_organocatalyst,455_organocatalyst,456_organocatalyst,457_organocatalyst,460_organocatalyst,462_organocatalyst,464_organocatalyst,465_organocatalyst,466_organocatalyst,468_organocatalyst,469_organocatalyst,471_organocatalyst,472_organocatalyst,475_organocatalyst,476_organocatalyst,477_organocatalyst,478_organocatalyst,484_organocatalyst,485_organocatalyst,486_organocatalyst,488_organocatalyst,490_organocatalyst,492_organocatalyst,493_organocatalyst,495_organocatalyst,496_organocatalyst,497_organocatalyst,499_organocatalyst,500_organocatalyst,501_organocatalyst,502_organocatalyst,504_organocatalyst,505_organocatalyst,506_organocatalyst,508_organocatalyst,510_organocatalyst
0,81.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.592225570114577,1.1121499595479425,-0.16275488780611908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.592225570114577,1.1121499595479425,-0.7927738083459346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,74.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.592225570114577,1.1121499595479425,-0.16275488780611908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.592225570114577,1.1121499595479425,-0.7927738083459346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
