name,ATS1s_SMILES,AATS0p_SMILES,AATSC0i_SMILES,GATS4s_SMILES,BalabanJ_SMILES
structure 104,163.30555555555554,1.3241615433335912,1.2696624884717531,0.5334187030521725,3.3611459593176654
structure 105,139.16666666666669,1.4721718571718891,1.4251680828416144,1.1894594808762418,2.9534210932234397
structure 106,158.25,1.3692117426374055,1.2924850511291912,0.8613891600973069,3.268609686105584
structure 107,138.33333333333334,1.3293281458714374,1.3831745050598117,0.9913794342180704,2.97454404881535
structure 108,122.47222222222224,1.3372833555962005,1.2751951587445285,0.921340343425293,2.798168800282092
structure 109,121.47222222222224,1.326771276539839,1.3330310447302391,0.6139251534729111,2.792404039768629
structure 110,151.94444444444443,1.3002028825861336,1.256325634320145,0.5404130269152252,3.1021237095581413
structure 111,167.05555555555554,1.320274641072538,1.2709152929050385,0.6192905100257909,3.4290689145405078
structure 112,144.83333333333334,1.432566102078143,1.3914985551266927,0.8262016733198447,3.0340378328194046
structure 113,158.63888888888889,1.40234305346661,1.3676445038816063,0.5625685656425619,3.231346441451746
structure 114,154.55555555555554,1.396751144334455,1.4866593058852513,0.9494391070985492,3.176129111842725
structure 115,139.33333333333334,1.3395836052592585,1.3350704819944486,1.004925467853837,2.97454404881535
structure 116,142.44444444444446,1.3768842524245,1.407398275059436,0.5747249580313029,3.106948247247596
structure 117,145.05555555555557,1.320475042216686,1.368856729768077,0.961234522148587,3.101615867100579
structure 118,137.52777777777777,1.3926556829714392,1.3659276656700046,0.6767231204263163,3.0538747005503257
structure 119,104.44444444444444,1.3768142637764618,1.2994191981766738,0.9141726832969418,2.699194186740969
structure 120,138.75,1.3584770888454598,1.2905957275124584,0.681121667177444,3.109877323636879
structure 121,140.05555555555557,1.3400038717342504,1.3333054245666869,1.057864445124011,3.143638966007822
structure 122,150.22222222222223,1.3164604629460002,1.3544728351228967,0.758547210623057,3.137089834953602
structure 123,139.72222222222223,1.3179382313422858,1.272612028674306,0.6380730223825116,3.1155045866363653
structure 124,172.08333333333334,1.3331803140983574,1.3180775701706413,0.8781611244710799,3.388844498537073
structure 125,124.83333333333334,1.392090501865,1.30215005719207,0.790308636174003,2.8486175917484986
structure 126,137.30555555555557,1.3503640476586365,1.343942117421239,0.7302663836075131,3.01925549274119
structure 127,160.16666666666669,1.3607403619396,1.2842086632293916,0.9795867051193754,3.214498033433191
structure 128,146.55555555555557,1.331237569029,1.324288195502247,0.8971999329864601,3.0739549086713747
structure 129,137.66666666666669,1.3643539647588891,1.2837409240484623,0.8627890800490093,2.98720520961361
structure 130,172.75,1.3412002588408265,1.2789242773263558,0.7602022895747214,3.355925549790758
structure 131,131.86111111111111,1.4153851385677274,1.3874725693473176,0.8118188497803411,3.005918291100312
structure 132,155.38888888888889,1.3325658633994786,1.2774386764336343,0.616927610345897,3.349847607170497
structure 133,117.72222222222224,1.336466788853956,1.349359870219043,0.9306918238993712,2.7985823710977606
structure 134,162.91666666666669,1.33317140718205,1.3664636487431263,1.0725113065950993,3.2579577936266566
structure 135,161.4722222222222,1.3903225227688412,1.357967059738153,0.8419568956890927,3.279001448874499
structure 136,142.61111111111111,1.2986607630587677,1.300117835988176,0.7189236068397096,3.096980143670136
structure 137,176.55555555555557,1.3054566416952034,1.2964365561783504,0.7096444775492506,3.634155063363359
structure 138,150.72222222222223,1.58499205716376,1.574542675796137,0.9267354709545802,3.110188811472066
structure 139,160.38888888888889,1.2947202847006003,1.36910367296691,0.8605580496052792,3.2663022671603184
structure 140,163.66666666666669,1.4463018402738712,1.4666958581719969,1.2943959739167965,3.2749562049120446
structure 141,159.33333333333334,1.341740089318375,1.3850160564609948,1.135593794622329,3.1406765431258075
structure 142,94.22222222222224,1.4061586743275205,1.316500662606469,0.8175708231922014,2.7557351698514045
structure 143,151.05555555555554,1.308536505087455,1.3583133206207834,1.010236956248867,3.1013030910498003
structure 144,120.69444444444446,1.4395157991479688,1.4041463946166934,0.7732192240149682,2.937305812949184
structure 145,123.94444444444446,1.323725459743808,1.3338542279205388,0.8566469434551991,2.899866744577985
structure 146,143.86111111111111,1.3768842524245,1.407398275059436,0.6569192194559984,3.2750980358353363
structure 147,176.33333333333334,1.3412002588408265,1.278924277326356,0.6814065883973331,3.364588386525756
structure 148,132.19444444444446,1.3104367889765138,1.3139116543874043,0.7090931691551747,3.004603369512582
structure 149,124.30555555555556,1.5652792980922223,1.5582097098838537,0.8449430239280854,2.847740930747479
structure 150,155.44444444444443,1.2897686618555717,1.2896965038080397,0.5775304896371626,3.2029010750250397
structure 151,127.5,1.3514611828350325,1.4084684497465774,0.9560373650979824,2.901642611808085
structure 152,162.30555555555554,1.314446985672094,1.305510384435494,0.8280642770907236,3.4252187189700933
structure 153,167.08333333333331,1.350106275725895,1.279254831594215,0.8948727329151529,3.2806650943754163
structure 154,103.27777777777776,1.5436047067944207,1.61456777640006,0.8344650166405262,2.7089983784052003
structure 155,167.66666666666669,1.3414217277546927,1.3259414762793067,0.7772315973090254,3.2266408444765
structure 156,181.52777777777777,1.350583572548432,1.3266431041302034,1.1911280512829208,3.457872371647705
structure 157,156.5277777777778,1.3648936180339335,1.343853469526317,0.5717889232582115,3.306652608685117
structure 158,178.69444444444446,1.3596963751812927,1.3346553372561512,1.0523326353145634,3.4142422424373717
structure 159,154.38888888888889,1.396751144334455,1.4866593058852513,0.9521590512167688,3.176129111842725
structure 160,153.47222222222223,1.3130197970337372,1.3567838957786271,0.8086344056584565,3.202169584769847
structure 161,161.25,1.3510367103537504,1.335102459733359,0.9700084216653098,3.242393279289212
structure 162,146.97222222222223,1.4325661020781428,1.3914985551266927,0.8316644578608945,3.173025080217049
structure 163,109.97222222222224,1.3495568524245003,1.3544989824211373,0.9421149710701088,2.7058774930058096
structure 164,150.1388888888889,1.4151853137613533,1.4428245370612618,0.9933697975112394,3.163583397700924
structure 165,172.11111111111111,1.3892750714547006,1.361024291101844,0.8977542064394233,3.290459576483169
structure 166,137.25,1.4385786869056365,1.4636865764398832,1.0170838432379188,2.9695991831287243
structure 167,162.80555555555554,1.317898589710128,1.266442830159731,0.816715185556505,3.2845353001745816
structure 168,116.05555555555556,1.4985846714546998,1.5725286239802891,1.0847965294095072,2.7769900372249587
structure 169,134.8888888888889,1.3503640476586365,1.3439421174212387,1.066825764072031,3.06739928168885
structure 170,149.30555555555554,1.339654112823211,1.2774641701244036,0.8257892839054073,3.203311346856549
structure 171,138.52777777777777,1.298606839498086,1.3032764267610553,0.6974203767246319,3.023157850199534
structure 172,144.8888888888889,1.320475042216686,1.3688567297680772,1.0289696516881912,3.131727593284696
structure 173,169.66666666666669,1.3414217277546927,1.3259414762793065,0.7540945384252681,3.312900560434286
structure 174,130.27777777777777,1.5476549286015773,1.641356690053397,0.7073547527567462,3.0021879924214367
structure 175,155.38888888888889,1.3325658633994786,1.2774386764336338,0.6498576280826309,3.3547011409253185
structure 176,163.61111111111111,1.354931815860773,1.3337995183634026,0.5048392893384287,3.511272653190142
structure 177,133.55555555555557,1.36683360574564,1.3638396005911286,0.7351937514218547,2.9733291934588606
structure 178,137.61111111111111,1.273781549147969,1.3802905930063418,0.8799309685887242,3.016362025254156
structure 179,131.88888888888889,1.3239314679581309,1.275951622102541,0.7285136356264048,2.9409806578341007
structure 180,127.36111111111111,1.4343194587679002,1.4033781588453638,0.9166097481493092,2.951443451150465
structure 181,146.55555555555554,1.3312375690290004,1.324288195502247,0.7468051392874462,3.070082627631637
structure 182,176.33333333333334,1.3412002588408265,1.278924277326356,0.5752634871074701,3.3677994405065004
structure 183,148.55555555555557,1.40084099542542,1.5538773657835292,0.8800557432257127,3.10161586710058
structure 184,168.75,1.3331803140983574,1.318077570170641,1.0361843006665588,3.319615266810304
structure 185,158.55555555555557,1.3172114847006002,1.3098283100549588,0.8274528724410716,3.294007409613921
structure 186,139.27777777777777,1.3083852138050005,1.3084016036306163,0.5733685591487858,3.186916391519134
structure 187,132.61111111111111,1.3142668764649288,1.315014236513498,0.6664586355094133,3.037212175940032
structure 188,142.05555555555554,1.3400038717342502,1.3333054245666864,0.8289478513079842,3.166073993536052
structure 189,145.36111111111111,1.381295654807432,1.3563804442838143,0.5458294360533199,3.2387587487096097
structure 190,161.08333333333334,1.35847400718205,1.287380185115189,0.8716920523405138,3.28154857281317
structure 191,145.36111111111111,1.285660874281539,1.3352324432140823,0.6338748250775104,3.1958930333351234
structure 192,150.44444444444446,1.2939247526353264,1.2945679427295478,0.6169304108605718,3.278757584043152
structure 193,155.05555555555554,1.393035097547143,1.4115179857287743,0.90370395687088,3.236622244504246
structure 194,163.63888888888889,1.396439573908539,1.3642963208917318,0.7224755983295792,3.372008330919547
structure 195,145.55555555555557,1.3295652227275,1.3244859002949512,0.9400390088879748,3.10161586710058
structure 196,144.72222222222223,1.3312375690290004,1.324288195502247,1.0039339724912577,3.195620017482148
structure 197,137.25,1.4385786869056365,1.4636865764398832,0.896311375100737,2.9635327620886835
structure 198,111.30555555555556,1.3612171264788278,1.2919398633772767,0.9101029195547156,2.760692628460675
structure 199,104.44444444444444,1.3768142637764618,1.2994191981766738,0.8271418259657506,2.699194186740969
structure 200,132.77777777777777,1.278720129759897,1.3952014379835804,0.8984242400486054,2.9494842560388035
structure 201,138.72222222222223,1.3403216341909512,1.3314434946875535,1.0293164885001622,3.193779321430234
structure 202,136.61111111111111,1.5501710972476248,1.6580579057997058,0.9288996416741416,3.016362025254156
structure 203,127.94444444444446,1.2847983828207308,1.412986541721427,0.8520317036077897,2.883527644996289
structure 204,129.33333333333334,1.3749130640754486,1.2943557292278185,1.036449228958618,2.934149288234581
structure 205,163.47222222222223,1.314446985672094,1.3055103844354936,0.7609352697549675,3.456067458407444
structure 206,146.77777777777777,1.381295654807432,1.3563804442838143,0.5642925725890906,3.431825045526455
structure 207,146.27777777777777,1.364273511554452,1.4104315272738503,1.1473894439242645,3.0975791645717288
structure 208,121.47222222222224,1.33861489766695,1.2839130547964388,0.6787258422572717,2.816796807719371
structure 209,152.05555555555554,1.4425658622728932,1.4042588974382375,0.9095476454069236,3.10022281474908
structure 210,173.61111111111111,1.3637584370055296,1.3949814459890442,1.0776713117212642,3.3060153586264
structure 211,120.94444444444444,1.4442178393183749,1.585923932411483,0.7244596234587872,2.8998667445779853
structure 212,132.72222222222223,1.4058093997929213,1.376844821747152,0.662473911637614,3.070030199677296
structure 213,133.77777777777777,1.4153851385677274,1.3874725693473176,0.7612970390881211,3.0136081188384383
structure 214,106.22222222222224,1.367978733801863,1.381191907713497,0.7986939218523877,2.7303248607514448
structure 215,127.61111111111111,1.3178833936009706,1.322629860764844,0.7368901264458899,3.0021879924214376
structure 216,153.30555555555557,1.323723595281643,1.316546775075514,0.8462198548461488,3.2909898458166333
structure 217,142.33333333333334,1.3400038717342502,1.3333054245666869,0.7205263270491977,2.946565766458878
structure 218,173.7777777777778,1.3637584370055291,1.3949814459890442,1.0444130136209566,3.3207423243577656
structure 219,124.63888888888889,1.4206771828350326,1.4623880675728005,0.8836340686173071,2.847740930747479
structure 220,139.5,1.3395836052592585,1.3350704819944486,0.9938434221520752,2.998684367009318
structure 221,137.52777777777777,1.3926556829714392,1.3659276656700048,0.6668901713200835,3.059536537202869
structure 222,141.80555555555557,1.4519277425949062,1.4064207672495137,0.852628403236516,3.0851769992598435
structure 223,114.7777777777778,1.46159930217369,1.4215081771230569,0.5980472694063924,2.710062888106562
structure 224,163.75,1.35847400718205,1.2873801851151887,0.7704295014235784,3.3661394611663256
structure 225,158.38888888888889,1.3172114847006002,1.3098283100549588,0.7440450239386511,3.327577976967937
structure 226,104.72222222222224,1.3632807319643336,1.369765711667788,0.6822890914709517,2.7363088450417634
structure 227,161.1388888888889,1.4785272857495948,1.5305932919811305,0.7247709092229632,3.4046987734917398
structure 228,156.80555555555554,1.3105636025299134,1.3453733090787667,0.7870843928809295,3.355165819579175
structure 229,154.30555555555554,1.329775957710667,1.2677689325178845,0.7871673010007896,3.1830434542351917
structure 230,156.36111111111111,1.3597958784850792,1.3421644816881522,0.7878606809734894,3.226659822002937
structure 231,108.44444444444444,1.3378871868533848,1.4193766046371763,0.8715398456074992,2.699194186740969
structure 232,106.05555555555556,1.3768142637764618,1.2994191981766734,1.0152070629606076,2.7303202351308884
structure 233,127.72222222222224,1.3244135306495717,1.2622401857706722,0.8534875415093051,2.879513529824861
structure 234,162.16666666666669,1.3523959339786775,1.337106718971883,1.1403854923006764,3.2349093145209764
structure 235,146.05555555555554,1.3295652227275003,1.3244859002949512,0.980003161119698,3.0915284923180506
structure 236,104.94444444444444,1.367978733801863,1.381191907713497,0.9509766126539828,2.684649356155785
structure 237,100.88888888888889,1.3964802194995647,1.308432857444933,1.016302016302016,2.70075307412848
structure 238,141.05555555555557,1.3395836052592585,1.3350704819944486,1.041543989520869,3.044768870420484
structure 239,152.69444444444446,1.298697769423941,1.297490375969919,0.5758399712250521,3.3588075698115745
structure 240,129.8888888888889,1.3627962587679003,1.3566775025098097,1.010342267511799,2.944684597639326
structure 241,144.88888888888889,1.434686523838556,1.5469769004905858,0.9377870790348578,3.0334953510939737
structure 242,163.22222222222223,1.3115133879421876,1.3039426194631825,0.7743517332806471,3.378288325573676
structure 243,123.22222222222224,1.392090501865,1.30215005719207,1.0648845705229617,2.757260041998125
structure 244,133.3888888888889,1.318743119091167,1.2659152756635603,0.7336670136684317,2.8814280989377288
structure 245,150.30555555555557,1.3130197970337374,1.3567838957786271,0.8069999297209924,3.112736168969888
structure 246,161.00000000000003,1.341740089318375,1.385016056460995,0.8728871128339905,3.19730626054096
structure 247,128.19444444444446,1.3035465555962005,1.3703665882646396,0.7795238728040308,2.853202029759645
structure 248,100.11111111111111,1.3903898070496314,1.4073412778119547,0.8821306860275595,2.6480729126367883
structure 249,121.72222222222224,1.338044236779486,1.2802877319407284,0.924146958973474,2.803055098495663
structure 250,132.1388888888889,1.5313555619396004,1.5270670511669815,0.5366036990374198,3.0100019538864844
structure 251,140.33333333333331,1.3400038717342502,1.333305424566686,0.764706285369764,2.936718597703088
structure 252,143.47222222222223,1.4208672910440003,1.4434732865355548,0.9863884816831062,3.1101418439119
structure 253,169.44444444444446,1.3935262017114118,1.3004162202690612,1.2574537566742945,3.3375907308342234
structure 254,150.2222222222222,1.3164604629460002,1.3544728351228963,0.8817176140800124,3.137483559577964
structure 255,116.38888888888889,1.3383282237100909,1.3419711802626508,0.7081143460054734,2.7881991940107507
structure 256,153.33333333333331,1.3684396630304614,1.4238615791957916,0.8512287315123801,3.1034800913986134
structure 257,140.25,1.3609563958714377,1.287813035794089,0.6213400515157927,3.069760290353779
structure 258,145.16666666666669,1.3312375690290004,1.324288195502247,0.808448422853895,3.085155010708431
structure 259,160.1388888888889,1.3066555633409755,1.346466417487554,0.6548670841147239,3.351472343434461
structure 260,153.0,1.3818443725848824,1.2983420627692204,0.8931985329393027,3.260160725895101
structure 261,116.0277777777778,1.347742435053514,1.288704157383242,0.7332227993619655,2.937305812949184
structure 262,140.05555555555557,1.3643539647588891,1.283740924048462,0.6302557863884409,3.0237816214566795
structure 263,140.27777777777777,1.3116122588969237,1.2622636098524769,0.763200293937397,3.057432176956771
structure 264,177.52777777777777,1.351403816363857,1.374493027550264,1.1564986094591674,3.433744117688996
structure 265,139.27777777777777,1.4215284670631154,1.398925505000734,0.9013253215526972,3.003564422241844
structure 266,132.22222222222223,1.353163424941923,1.4216213666765372,0.9159634445868282,3.0083708288779216
structure 267,169.33333333333334,1.4439141646582,1.393548811931847,0.7173971036088957,3.309960077414477
structure 268,156.86111111111111,1.2897686618555717,1.2896965038080397,0.5659421202536872,3.2902907394707075
structure 269,143.86111111111111,1.3768842524245002,1.407398275059436,0.5170899850187642,3.273167109184149
structure 270,145.72222222222223,1.3295652227275003,1.3244859002949514,1.0365942926036362,3.1013030910498003
structure 271,155.66666666666669,1.362399871607182,1.3459102304516426,1.015592759848735,3.226291724908093
structure 272,117.63888888888889,1.347742435053514,1.288704157383242,0.5548403000586034,2.9791317064933738
structure 273,152.52777777777777,1.3692117426374055,1.2924850511291912,1.155944757658226,3.110146283455707
structure 274,142.61111111111111,1.371492538400917,1.4623465296514089,0.7310408706726875,3.068332279950004
structure 275,148.33333333333334,1.3818443725848824,1.2983420627692204,1.031263245096906,3.137516169601653
structure 276,148.77777777777777,1.2814023787304287,1.3268008616022438,0.6704687855448314,3.106948247247595
structure 277,145.6388888888889,1.320475042216686,1.3688567297680772,0.9327158136227264,3.0421586045829883
structure 278,152.22222222222223,1.4162615626956054,1.37871485121239,0.7714149341649953,3.1902945480931555
structure 279,138.69444444444446,1.3891147104670811,1.4227968007952931,0.5019377667086821,3.203479950643322
structure 280,128.0,1.5040552362938848,1.4452013153720356,1.039792616519621,2.9850623215883707
structure 281,154.05555555555554,1.317821742594906,1.3134723770844745,0.8513131387352962,3.164997735898852
structure 282,155.91666666666669,1.3692117426374055,1.2924850511291908,0.9860641326233034,3.194866143228517
structure 283,173.94444444444446,1.343496957956535,1.4092631818491843,1.2404779502788983,3.440566315609136
structure 284,138.94444444444446,1.3926556829714392,1.3659276656700046,0.476399168773184,3.19853923091825
structure 285,132.52777777777777,1.3104367889765138,1.3139116543874043,0.7885135357193009,2.995719611165074
structure 286,141.80555555555554,1.4519277425949062,1.4064207672495137,0.7317106666285287,3.1146769337696325
structure 287,130.72222222222223,1.5313555619396004,1.5270670511669815,0.6392654389041419,2.876965266692442
structure 288,135.58333333333331,1.4752952397703107,1.4240566611778842,0.9296105811130202,2.928185331510567
structure 289,165.91666666666666,1.3414217277546927,1.3259414762793056,0.953054547454085,3.308183895090621
structure 290,122.16666666666669,1.3724627991479688,1.3632814755883729,0.8708184509597937,2.904370455275678
structure 291,139.27777777777777,1.3083852138050005,1.308401603630616,0.553528081386926,3.2034599911678194
structure 292,170.66666666666669,1.350106275725895,1.279254831594215,0.7407961135517072,3.3032610015995587
