,SMILES
386,CCc1ccccc1NC(=O)C(C#N)Cc1ccc(O)c(OC)c1
387,COc1cc([N+](=O)[O-])c(C#N)cc1OCc1ccccc1
388,COC(=O)c1ccc(OCc2ccccc2C#N)cc1
389,COC(=O)c1cccc(COc2ccc(Cl)cc2C#N)c1
390,CCOC(=O)c1cc(OC)ccc1C#N
391,N#CCOc1ccc(C(=O)O)cc1
392,N#Cc1ccccc1COc1ccc(C(=O)O)cc1
393,COc1cc(C(=O)Oc2ccc(C#N)cc2)cc(OC)c1OC
394,Cc1cc(C(=O)O)c(C#N)c(O)n1
395,COc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)cc(Br)c1OC
396,N#Cc1ccccc1COC(=O)c1cc2ccccc2cc1O
397,N#CCC(=O)Nc1ccc(C(=O)OCc2ccccc2Oc2ccccc2)cc1
398,COc1ccc(C(=O)c2ccccc2)c(OCc2ccccc2C#N)c1
399,COc1cc(OC)c(CNC(C)c2cc(OC)ccc2OC)c(OC)c1.O=C(O)C(=O)O
400,CN(C)c1ccc(C(=O)OCCOc2ccc(C#N)cc2)cc1
401,COc1ccc(C(C)(C)C)cc1NC(=O)COc1ccccc1C#N
402,COc1cccc(C(=O)OCc2cc(C#N)ccc2F)c1O
403,COc1ccc(COCc2cccc(NC(=O)C(C)(C)C#N)c2)cc1
404,COc1cc(/C=C(\C#N)c2ccc(Cl)cc2)ccc1OC(=O)c1c(OC)cccc1OC
405,COc1ccc(OC)c(C(=O)CC#N)c1
406,N#Cc1cc(N)ccc1O
407,COc1cccc(C(C#N)C=O)c1
408,COC(=O)c1cc(C#N)c(Oc2ccc(OC)cc2)nc1C
409,COC(=O)c1cc(C#N)c(Oc2ccccc2)nc1C
410,COC(=O)c1ccc(-c2cc(C#N)ccn2)cc1
411,Cc1cc(C)c(C#N)c(C(=O)O)n1
412,COc1ccc2c(c1)NC(=O)CC2C#N
413,COc1ccccc1NC(=O)C(C#N)Cc1ccc(OC)c(OC)c1
414,N#Cc1ccc(N)c(O)c1
415,Cl.N#Cc1ccc(N)c(O)c1
416,COc1ccc(CCNCc2ccccn2)cc1OC
417,COc1ccc(C(=O)Nc2ccc(C#N)cc2)c(OC)c1
418,COc1ccc(CC(C#N)C(=O)Nc2cc(C)cc(C)c2)cc1
419,COc1ccc(CC(C#N)C(=O)Nc2ccc(C)c(C)c2)cc1
420,COc1ccc(CC(C#N)C(=O)Nc2cc(C)ccc2C)cc1
421,COc1cccc(CC(C#N)C(=O)Nc2ccccc2C)c1
422,CCc1ccccc1NC(=O)C(C#N)Cc1cccc(OC)c1
423,COc1cccc(CC(C#N)C(=O)Nc2cccc(C)c2)c1
424,COc1ccc(CC(C#N)C(=O)Nc2cccc(C)c2)c(OC)c1
425,CCc1ccccc1NC(=O)C(C#N)Cc1ccc(OC)cc1OC
426,COc1ccc(OC)c(CC(C#N)C(=O)Nc2cccc(C)c2)c1
427,COc1ccc(OC)c(CC(C#N)C(=O)Nc2ccc(C)cc2C)c1
428,COc1ccccc1CC(C#N)C(=O)Nc1cc(C)ccc1C
429,COc1ccccc1CC(C#N)C(=O)Nc1cccc(C)c1C
430,COc1cc(C#N)c(N)cc1OCc1ccccc1
431,COc1cc(N)c(C#N)cc1OCc1ccccc1
432,CCOC(=O)c1cc(C#N)c(O)nc1C
433,Cc1ncc(C(=O)O)cc1C#N
434,N#CCOc1cc2ccccc2cc1C(=O)O
435,N#Cc1c(OCC(F)(F)F)ccc(C(N)=O)c1OCC(F)(F)F
436,COC(=O)c1ccccc1OCCCC#N
437,CCNc1ccc(C(=O)OCC)cc1NC(=O)CC#N
438,N#Cc1ccccc1COC(=O)c1ccc2c(c1)OCO2
439,N#CCc1ccc(NC(=O)COC(=O)c2ccccc2OCc2cccc(Br)c2)cc1
440,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)C(C#N)C(=O)c1ccc(OC)cc1OC
441,COc1ccc(C(=O)CC#N)c(OC)c1
442,O=C(O)c1ccccc1OCc1ccccc1Br
443,O=C(O)c1ccc(O)c2ncccc12
444,Cc1[nH]c(C(=O)O)c(C#N)c1C(=O)c1ccccc1
445,Cc1cc(C(=O)O)c(C#N)cn1
446,COc1ccccc1C(=O)N1CCN(Cc2cc(OC)c(O)c(OC)c2)CC1.O=C(O)C(=O)O
447,CC(=O)Oc1ccc(C(=O)Nc2ccc(CC#N)cc2)cc1
448,COc1cccc(NC(=O)C(C#N)Cc2ccc(OC)c(OC)c2)c1
449,COc1ccc(NC(=O)C(C#N)Cc2ccc(OC)c(OC)c2)cc1
450,N#CC(C#N)=NNc1ccc(C(=O)O)cc1
451,CCc1nc2ccccc2c(C(=O)OCC#N)c1C
452,COc1cccc(NC(=O)C(C#N)Cc2ccc(OC)cc2OC)c1
453,COc1ccc(CC(C#N)C(=O)Nc2ccccc2C)c(OC)c1
454,COc1ccc(OC)c(CC(C#N)C(=O)Nc2ccccc2C)c1
455,CCc1ccccc1NC(=O)C(C#N)Cc1cc(OC)ccc1OC
456,COc1cc(CC(C#N)C(=O)Nc2ccccc2)ccc1O
457,COc1cc(CC(C#N)C(=O)Nc2ccc(C)cc2)ccc1O
458,N#Cc1c(-c2ccccc2)ccnc1C(=O)O
459,COc1ccc(C(=O)/C=C/Nc2ccccc2C#N)cc1
460,N#Cc1ccccc1COc1cccc(C(=O)O)c1
461,N#Cc1c(OCC(F)(F)F)ccc(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1OCC(F)(F)F
462,COC(=O)c1ccccc1OCCCCC#N
463,CCCc1nc2ccccc2c(C(=O)OCC#N)c1CC
464,COc1ccc(-c2cc(C(=O)OCC#N)c3ccccc3n2)cc1
465,COc1ccc(-c2cc(C(=O)OCC#N)c3ccccc3n2)cc1OC
466,CNC(=O)C(C#N)(Cc1cc(C(C)=O)ccc1OC)Cc1cc(C(C)=O)ccc1OC
467,CCCCOc1ccc(C(=O)OCc2ccccc2C#N)cc1OC
468,CCc1ccc(NC(=O)C(C#N)C(=O)c2cc(OC)cc(OC)c2)cc1
469,N#Cc1ccc(-c2ccc(OC(=O)c3ccccc3OCc3ccc(F)cc3)cc2)cc1
470,N#CC(C(=O)COC(=O)c1ccc(O)cc1O)=C1Nc2ccccc2N1
471,COc1cc(C(=O)c2ccc3ncccc3c2)cc(OC)c1OC
472,Br.O=C(O)c1ccc(O)c2ncccc12
473,Cl.O=C(O)c1ccc(O)c2ncccc12
474,CC(=O)c1c(C)[nH]c(C(=O)O)c1C#N
475,CCc1c(-c2ccccc2)nc(N)c(C#N)c1-c1ccc(O)c(OC)c1
476,CCc1ccccc1NC(=O)C(C#N)Cc1ccc(OC)cc1
477,COc1cccc(CC(C#N)C(=O)Nc2ccc(C)cc2)c1
478,CCc1ccc(NC(=O)C(C#N)Cc2cccc(OC)c2)cc1
479,COc1ccc(CC(C#N)C(=O)Nc2ccc(C)cc2)c(OC)c1
480,CCOc1ccc(NC(=O)C(C#N)Cc2cc(OC)ccc2OC)cc1
481,COc1ccc(OC)c(CC(C#N)C(=O)Nc2ccc(C)cc2)c1
482,COc1ccc(OC)c(CC(C#N)C(=O)Nc2ccccc2)c1
483,COc1cccc(NC(=O)C(C#N)Cc2cc(OC)ccc2OC)c1
484,COc1ccc(NC(=O)C(C#N)Cc2cc(OC)ccc2OC)cc1
485,CCc1ccccc1NC(=O)C(C#N)Cc1ccccc1OC
486,N#Cc1cccc(-c2ncccc2C(=O)O)c1
487,Cc1cc(C(=O)O)c(C)n1-c1ccc(C#N)cc1
488,CCOC(=O)c1cc(-c2ccccc2)nc(O)c1C#N
489,N#CCCNC(=O)COC(=O)c1ccccc1Oc1ccccc1
490,COc1ccc(C(=O)OC(C)C(=O)NC(C)(C#N)C(C)C)c(O)c1
491,COc1ccc(C=O)c(OCC#N)c1
492,N#C/C(=C\c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)c1nc2ccccc2[nH]1
493,COc1ccc(-c2cc(C(=O)Oc3ccc(C#N)cc3)c3ccccc3n2)cc1
494,CCc1ccc(NC(=O)C(C#N)Cc2ccc(OC)cc2OC)cc1
495,CCc1ccc(NC(=O)C(C#N)Cc2cc(OC)ccc2OC)cc1
496,COc1cc(CC(C#N)C(=O)Nc2cccc3ccccc23)ccc1O
497,Cc1cc(/C=C(/C#N)c2ccc(Cl)cc2)c(C)n1-c1cccc(C(=O)O)c1
498,COc1cccc(C(=O)C(C#N)C(=O)Nc2cccc3ccccc23)c1OC
499,CCc1ccc(NC(=O)C(C#N)C(=O)c2cccc(COC)c2)cc1
500,Cc1cccc(C(=O)[O-])c1O.[Cu+]
501,Cc1cccc(C(=O)[O-])c1O.[Na+]
502,Cc1ccc(C(=O)O)c([O-])c1.Cc1ccc(C(=O)O)c([O-])c1.[Cu+2]
503,O=C(O)c1ccccc1.Oc1cccc(O)c1
504,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1ccccc1O
505,O=C(O)c1ccccc1
506,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Cu+2]
507,O=C([O-])c1ccccc1.[NH4+]
508,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Ni+2]
509,O=C([O-])c1ccccc1.[Li+]
510,O=C([O-])c1ccccc1.[Na+]
511,O=C([O-])c1ccccc1.[K+]
512,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Pd+2]
513,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Ca+2]
514,O=C([O-])c1ccccc1.[Ag+]
515,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Fe+3]
516,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Zn+2]
517,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Ba+2]
518,CC[N+](CC)(CC)Cc1ccccc1.O=C([O-])c1ccccc1O
519,N.O=C(O)c1ccccc1
520,O=C(O)c1ccccc1.[Ag]
521,O=C(O)c1ccccc1.O=C(O)c1ccccc1.OCCO
522,O=C(O)c1ccccc1.[Co]
523,N#Cc1cccc(C(=O)O)c1O
524,N#Cc1ccc(C(=O)O)c(O)c1
525,O=C(O)c1cc2cccc(O)c2cc1O
526,CC(O)CO.CC(O)CO.O=C(O)c1ccccc1.O=C(O)c1ccccc1
527,N#Cc1ccc(O)c(C(=O)O)c1
528,N#CCOc1ccccc1C(=O)O
529,CC[N+](CC)(CC)CC.O=C([O-])c1ccccc1
530,O=C(O)c1ccccc1C(=O)O
531,Nc1ccccc1.O=C(O)c1ccccc1
532,CC(C)c1cc(C(=O)O)c([O-])c(C(C)C)c1.CC(C)c1cc(C(=O)O)c([O-])c(C(C)C)c1.[Cu+2]
533,N#Cc1ccc(C(=O)O)cc1O
534,N#Cc1cc(C(=O)O)ccc1O
535,COC(=O)c1ccccc1OCC#N
536,COc1cc(C#N)ccc1C(=O)O
537,COC(=O)c1cc(C#N)ccc1O
538,COc1ccc(C#N)cc1C(=O)O
539,NC1CCCCC1.O=C(O)c1ccccc1
540,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])c1ccccc1
541,COC(=O)c1cccc(C#N)c1OC
542,N#Cc1ccc(C=O)c(O)c1
543,N#Cc1cccc(C=O)c1O
544,N#Cc1ccc(C(=O)O)cc1
545,COC(=O)c1ccc(C#N)c(O)c1
546,N#Cc1ccc(O)c(C=O)c1
547,Nc1ccccc1.O=C(O)c1ccccc1C(=O)O
548,N#Cc1ccccc1C(=O)O
549,N#CCOc1ccc(C(=O)O)cc1
550,N#Cc1ccccc1Oc1ccccc1C(=O)O
551,N#Cc1cc(O)cc(C(=O)O)c1
552,COC(=O)c1cc(C#N)ccc1OC
553,COC(=O)c1ccc(C#N)cc1OC
554,COC(=O)c1ccc(O)c(C#N)c1
555,Cc1cc(C#N)cc(C(=O)O)c1
556,N#Cc1cccc(C(=O)O)c1
557,COc1cc(C(=O)O)ccc1C#N
558,N#CCOc1cc2ccccc2cc1C(=O)O
559,N#Cc1cc(C(=O)O)c(O)cc1N
560,COc1ccc(OCC#N)c(C(=O)O)c1
561,N#Cc1ccc(Oc2ccc(C(=O)O)cc2)cc1
562,N#Cc1ccccc1O
563,N#CCc1ccc(Oc2ccc(C(=O)O)cc2)cc1
564,N#Cc1cc(C=O)ccc1O
565,N#CCOC(=O)c1ccccc1
566,N#Cc1ccc2cc(C(=O)O)ccc2c1
567,CC(C)(C#N)c1ccc(C(=O)O)cc1
568,O=C(O)c1ccccc1OCc1ccccc1Br
569,CC(=O)C(=O)Oc1ccccc1C(=O)O
570,COC(=O)c1ccc(Oc2ccc(C#N)cc2)cc1
571,N#CCC(=O)c1ccccc1O
572,N#Cc1ccc2c(C=O)c(O)ccc2c1
573,COC(=O)c1ccc(C#N)cc1
574,COC(=O)c1ccc(OC)c(C#N)c1
575,COC(=O)c1ccccc1C#N
576,COc1ccc(C#N)c(C(=O)O)c1
577,CCOC(=O)c1ccc(OCC#N)cc1
578,Cc1ccc(C(C)(C)C)c(O)c1
579,Cc1cccc(C=O)c1OCC#N
580,COC(=O)c1cc(CC#N)ccc1OC
581,N#Cc1ccc2c(C(=O)O)cccc2c1
582,Cc1c(O)cccc1C#N
583,COc1cc(C#N)ccc1C=O
584,N#CCc1ccccc1O
585,COc1ccccc1C(=O)C#N
586,Cc1cc(C(=O)O)ccc1C#N
587,Cc1cc(C#N)ccc1Oc1ccc(C(=O)O)cc1
588,Cc1cc(C#N)ccc1C(=O)O
589,Cc1c(C#N)cccc1C(=O)O
590,COC(=O)c1cc(C)cc(C#N)c1
591,COc1ccc(C#N)cc1C=O
592,Cc1ccc(C(=O)O)c(C#N)c1
593,Cc1ccc(C#N)cc1C(=O)O
594,Cc1ccc(C(=O)O)cc1C#N
595,N#CCc1cccc(C(=O)O)c1
596,N#Cc1ccc(-c2ccc(C(=O)O)cc2)cc1
597,N#CCOc1ccc(C=O)cc1
598,N#Cc1ccc(Oc2ccccc2C=O)cc1
599,COc1ccccc1C(O)CN.O=C(O)C(=O)O
600,COC(=O)c1ccc(OC)cc1C#N
601,Cc1ccc(C#N)cc1O
602,COC(=O)c1cc(C#N)cc(I)c1O
603,N#CCCOC(=O)c1ccccc1
604,COc1cc(C=O)ccc1C#N
605,N#Cc1ccc(Oc2cccc(C(=O)O)c2)cc1
606,O=C(O)c1ccc2cc(C3CC3)c3ccccc3c2c1
607,CNc1ccccc1.N=Cc1ccccc1O
608,Cc1cc(C#N)c(O)c(C#N)c1
609,N#Cc1ccccc1Oc1ccccc1C=O
610,COC(=O)c1ccccc1CC#N
611,CC(C)(C#N)OC(=O)c1ccccc1
612,COC(=O)c1ccc2cc(C#N)ccc2c1
613,COC(=O)c1cccc(OC)c1CC#N
614,CC(C)(C#N)c1cccc(C(=O)O)c1
615,N#Cc1ccc(OCc2ccccc2C(=O)O)cc1
616,CC(C#N)c1cccc(C(=O)O)c1
617,CC(C)Oc1ccc(C(=O)O)cc1C#N
618,N#CC(O)c1ccc(O)cc1
619,N#Cc1ccc(C(=O)O)c(C=O)c1
620,N#Cc1cccc(-c2ccc(C=O)c(O)c2)c1
621,COc1c(C(=O)O)cccc1-c1cccc(C#N)c1
622,CCOC(=O)c1ccc(C#N)cc1
623,N#Cc1cccc(O)c1O
624,Cc1cc(C#N)cc(C)c1O
625,CC(=O)c1cc(C#N)ccc1O
626,CC(C#N)OC(=O)c1ccccc1
627,N#CC1(c2ccc(C(=O)O)cc2)CC1
628,Cc1cc(C#N)ccc1O
629,N#Cc1ccccc1OCc1cccc(C(=O)O)c1
630,CNCc1ccccc1OC.O=C(O)C(=O)O
631,COc1ccc(C=O)c(OCC#N)c1
632,COc1ccc(OCC#N)c(C=O)c1
633,COC(=O)c1cccc2cc(C#N)ccc12
634,CCOC(=O)c1ccc(CC#N)cc1
635,Cc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1
636,COc1ccccc1C(O)CN
637,COc1ccccc1C(O)CN.Cl
638,N#Cc1cc(CO)c(O)cc1CO
639,COC(=O)c1c(C#N)ccc(OC)c1C
640,COC(=O)c1cc(OC)ccc1C#N
641,COC(=O)c1c(C#N)ccc(OC)c1OC
642,N#Cc1ccc(OC(=O)c2ccc(O)cc2)cc1
643,CCOC(=O)c1cc(C#N)c(N)c(C)c1O
644,CCOC(=O)c1ccccc1C#N
645,N#Cc1ccccc1COc1ccc(C(=O)O)cc1
646,N#CCOc1cccc(C=O)c1
647,N#Cc1ccc(OCc2cccc(C(=O)O)c2)cc1
648,COc1ccc(C=O)cc1C#N
649,N#Cc1cc(C(=O)O)c2ccccc2c1
650,N#CCOc1ccc(Cl)cc1C=O
651,COc1ccccc1C(=O)CC#N
652,O=Cc1ccccc1OCCN1CCOCC1
653,N#CCCc1cccc(C(=O)O)c1
654,N#CCNc1ccc(C(=O)O)cc1
655,COC(=O)c1cccc(Oc2ccc(C#N)cc2)c1
656,N#Cc1ccc(Br)cc1C(=O)O
657,N#CCc1ccc(O)cc1O
658,COC(=O)c1cc(C)c(C#N)c(C)c1
659,CC(C)COc1ccc(C(=O)O)cc1C#N
660,CCOC(=O)c1cccc(C#N)c1
661,COC(=O)c1ccc(C#N)c(C)c1
662,N#Cc1ccc(C(=O)O)cc1Br
663,COC(=O)c1ccc(C#N)cc1C
664,N#Cc1ccc(C(=O)O)c(Br)c1
665,N#CCC(=O)c1ccc(O)cc1
666,N#Cc1ccc(Oc2ccc(C=O)cc2)cc1
667,CC(C)(C#N)c1ccc(O)cc1
668,COC(=O)c1cc(C#N)cc(C(=O)OC)c1
669,N#Cc1cc(C(=O)O)cc(C(F)(F)F)c1
670,N#Cc1ccc(-c2cccc(C=O)c2)cc1O
671,N#Cc1cccc(-c2cccc(C=O)c2O)c1
672,N#Cc1cccc(-c2cc(O)cc(C(=O)O)c2)c1
673,COC(=O)c1ccc(OCc2ccccc2C#N)cc1
674,COC(=O)c1ccc(OC(C)C)c(C#N)c1
675,COc1ccc(C=O)c(C#N)c1
676,COc1cccc(OC)c1C#N
677,CC(=O)Oc1ccccc1C#N
678,N#CCc1ccc(O)cc1
679,CCc1ccc(C(=O)O)cc1C#N
680,COC(=O)c1cccc(C)c1C#N
681,CC(C#N)Oc1ccc(C=O)cc1
682,N#CCOc1ccc(CO)cc1
683,CNCc1ccccc1OC
684,N#Cc1ccccc1Oc1ccccc1CO
685,N#CCc1cccc(O)c1
686,COc1ccccc1CC#N
687,Cc1c(O)ccc(C#N)c1C
688,COC(=O)c1ccc(-c2ccc(C#N)cc2)cc1
689,O=C(O)C(=O)O.O=Cc1ccccc1OCCN1CCOCC1
690,Cl.O=Cc1ccccc1OCCN1CCOCC1
691,COC(=O)c1cc(Cl)c(O)c(C#N)c1
692,N#Cc1cccc(C(=O)O)c1Cl
693,CC(=O)c1ccc(O)c(C#N)c1
694,N#Cc1ccc(I)cc1C(=O)O
695,N#Cc1cc(C(=O)O)ccc1OCc1ccccc1
696,N#Cc1cc(Br)cc(C(=O)O)c1
697,N#Cc1cc(Br)ccc1C(=O)O
698,COC(=O)c1ccc(C)cc1C#N
699,N#Cc1cc(N)ccc1C(=O)O
700,COC(=O)c1cccc(CC#N)c1
701,N#Cc1cccc(-c2ccc(C(=O)O)cc2)c1
702,N#Cc1ccc(-c2ccc(C(=O)O)c(F)c2)cc1O
703,N#Cc1ccccc1-c1ccc(C(=O)O)cc1
704,COc1ccc(C(=O)O)cc1COc1ccc(C#N)cc1
705,COc1ccc(C(=O)C#N)cc1
706,COC(=O)c1c(C)cc(C)cc1C#N
707,COC(=O)c1cc(C#N)ccc1C
708,N#Cc1cccc(C(=O)O)c1F
709,Cc1ccccc1OCC#N
710,N#Cc1cc(F)ccc1C(=O)O
711,CC(C)(C)OC(=O)c1ccc(C#N)cc1
712,COC(=O)c1ccc(C)c(C#N)c1
713,N#Cc1ccccc1COc1cccc(C(=O)O)c1
714,N#Cc1cccc(OCc2cccc(C(=O)O)c2)c1
715,CNCc1ccccc1OC.Cl
716,CCOC(=O)c1ccccc1CC#N
717,COc1cccc(C=O)c1OCC#N
718,COC(=O)c1cc(OC)cc(C)c1C#N
719,N#Cc1ccc(C(=O)O)cc1I
720,N#Cc1ccc(N)c(C(=O)O)c1
721,N#Cc1ccc(Br)c(C(=O)O)c1
722,N#Cc1cc(C(=O)O)ccc1N
723,COC(=O)c1cccc(C(C)(C)C#N)c1
724,N#Cc1cccc(C(=O)O)c1I
725,COc1cccc(OC)c1CC#N
726,COc1cccc(C#N)c1C
727,O=Cc1ccccc1OCCN1CCCCC1
728,O=C(O)C(=O)O.O=Cc1ccccc1OCCN1CCCCC1
729,Cl.O=Cc1ccccc1OCCN1CCCCC1
730,N#Cc1cc(Cl)cc(C(=O)O)c1
731,CC(C)(C)c1ccc(C#N)c(O)c1
732,N#Cc1ccc(Cl)c(C(=O)O)c1
733,N#Cc1c(Cl)cccc1C(=O)O
734,N#Cc1ccc(-c2cccc(C(=O)O)c2)cc1
735,N#Cc1cccc(-c2cccc(C(=O)O)c2)c1
736,N#CCc1ccc(Br)cc1C(=O)O
737,N#Cc1ccc(C(=O)O)c(N)c1
738,N#Cc1ccc(C(=O)O)cc1N
739,COC(=O)c1cc(OC)c(C)cc1C#N
740,N#Cc1ccc(N)cc1C(=O)O
741,N#CCC(=O)c1cccc(O)c1
742,N#Cc1ccc(F)cc1C(=O)O
743,N#Cc1ccc(F)c(C(=O)O)c1
744,N#Cc1cc(C(=O)O)ccc1F
745,N#Cc1ccc(C(=O)O)c(F)c1
746,N#Cc1cccc(F)c1C(=O)O
747,Cc1cc(O)cc(C#N)c1
748,N#Cc1cc(C(=O)O)ccc1Br
749,N#Cc1ccc(C(=O)O)c(Cl)c1
750,N#Cc1ccc(-c2ccccc2)cc1O
751,N#Cc1ccc(-c2ccc(C#N)c(O)c2)cc1
752,Cc1cc(C(=O)O)ccc1-c1ccc(C#N)cc1
753,COC(=O)c1cccc(-c2cccc(C#N)c2)c1OC
754,COc1cc(O)ccc1C#N
755,COC(=O)c1ccc(C#N)cc1C#N
756,COc1cccc(C)c1C#N
757,COc1ccccc1C(=O)CCC#N
758,CCOC(=O)c1cc(OC)ccc1C#N
759,CC(=O)c1ccccc1OCc1cccc(C#N)c1
760,CC(=O)c1ccc(OCC#N)cc1
761,N#Cc1ccc(C(=O)O)cc1Cl
762,N#Cc1cc(C(=O)O)ccc1Cl
763,COc1cc(C#N)ccc1C(C)=O
764,Cc1cc(O)c(C)c(C)c1C#N
765,N#Cc1cccc(COc2cccc(C=O)c2)c1
766,COc1ccc(COCC#N)cc1
767,N#Cc1c(F)cccc1Oc1ccc(C(=O)O)cc1
768,NOCc1ccc(Br)c(O)c1
769,Cl.NOCc1ccc(Br)c(O)c1
770,CC(C)(C)c1cc(C#N)c(O)c(C#N)c1
771,N#Cc1ccc(I)c(C(=O)O)c1
772,COc1c(O)cccc1C#N
773,N#CCc1ccc(C(=O)c2ccccc2)cc1O
774,N#Cc1ccc(C(=O)O)c(I)c1
775,CCc1cc(C#N)cc(C)c1O
776,CC(C)(C)OC(=O)c1cccc(C#N)c1
777,COC(=O)c1ccc(C#N)c(Br)c1
778,CN1CCN(CCCOc2ccccc2C=O)CC1.Cl
779,CCOC(=O)c1ccc(C#N)cc1C
780,N#Cc1cccc(Cl)c1O
781,CC(C)OC(=O)c1cccc(C#N)c1
782,COc1cc(C#N)ccc1C
783,N#Cc1ccc(F)cc1O
784,N#Cc1ccc(C(=O)O)cc1F
785,N#Cc1cc2ccccc2cc1O
786,N#Cc1ccc(-c2ccccc2O)cc1
787,COC(=O)c1cc(O)cc(-c2cccc(C#N)c2)c1
788,N#Cc1cc(F)cc(C(=O)O)c1
789,COc1cccc(C(=O)C#N)c1
790,CCOc1ccc(C(=O)C#N)cc1
791,COc1cc(C)ccc1C#N
792,N#Cc1cc(Cl)ccc1O
793,N#CCSc1ccccc1C(=O)O
794,N#Cc1cc(Cl)c(C(=O)O)c(Cl)c1
795,COc1ccc(O)cc1C#N
796,CCc1cc(C#N)ccc1O
797,N#Cc1ccc(CO)cc1
798,N#Cc1ccccc1COc1cccc(C=O)c1
799,N#Cc1cc(Cl)ccc1Oc1cccc(C(=O)O)c1
800,COc1ccccc1C(C)(C)C#N
801,N#Cc1ccc(N)cc1O
802,CC(C#N)Cc1ccc(O)cc1
803,N#Cc1cc(Br)ccc1O
804,CCOc1ccccc1CC#N
805,CC(=O)c1cc(Cl)cc(C#N)c1O
806,CCOC(=O)c1cccc(CC#N)c1
807,CC(C)(C)c1cc(C#N)ccc1O
808,N#CCc1cc(Br)ccc1C(=O)O
809,N#CCc1cc(C(=O)O)ccc1C(=O)O
810,COC(=O)c1ccc(C#N)cc1Br
811,NCc1ccc(C(=O)O)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
812,COC(=O)c1ccc(-c2cccc(C#N)c2)cc1
813,COc1c(C)cc(C#N)cc1C
814,N#Cc1ccc(Br)cc1O
815,CC(=O)Oc1ccc(C#N)cc1
816,Cc1cc(-c2ccc(C#N)cc2)ccc1O
817,N#Cc1ccc(-c2ccc(O)cc2)cc1O
818,COc1cc(C(=O)O)cc(-c2ccc(C#N)cc2)c1
819,COc1ccc(C)cc1C#N
820,CC(C)(C)c1cc(CC#N)cc(C(C)(C)C)c1O
821,COc1ccc(C(=O)CC#N)cc1
822,Cc1ccc(OCC#N)cc1
823,COc1ccccc1C(=O)CCCC#N
824,COc1ccc(C#N)cc1
825,N#Cc1cc(F)c(C(=O)O)c(F)c1
826,N#Cc1cc(C(F)(F)F)ccc1C(=O)O
827,COc1ccc(COCCCC#N)cc1
828,N#Cc1ccccc1-c1ccccc1C(=O)O
829,Cc1ccccc1OCCC#N
830,N#Cc1ccc(ON)cc1
831,COc1ccc(C#N)cc1C
832,N#CCCCOc1cccc(C=O)c1
833,COc1ccc(COCCC#N)cc1
834,COC(=O)c1ccc(C(=O)CC#N)cc1
835,O=C(O)c1ccc(O)c2ncccc12
836,Br.O=C(O)c1ccc(O)c2ncccc12
837,Cl.O=C(O)c1ccc(O)c2ncccc12
838,N#CC(O)c1ccccc1
839,N#CCCc1cccc(O)c1
840,CCOC(=O)c1cccc(C(C)C#N)c1
841,N#Cc1ccc(-c2cccc(O)c2)cc1
842,CC(C)(C#N)c1ccc(C=O)cc1
843,N#Cc1cccc(I)c1O
844,N#Cc1ccc(-c2ccc(O)cc2)cc1
845,N#Cc1ccccc1-c1cccc(C(=O)O)c1
846,N#Cc1ccc(Oc2ccc(C(=O)Cl)cc2)cc1
847,COC(=O)c1ccc(-c2ccccc2C#N)cc1
848,N#CC(OC(=O)c1ccccc1)c1ccccc1
849,N#Cc1cccc2ccc(O)cc12
850,N#Cc1ccccc1OCCO
851,CC(NCCO)c1ccccc1O.O=C(O)C(=O)O
852,CC(C)(C)c1cc(C#N)cc(C(C)(C)C)c1O
853,COc1ccc(C(C)(C)C#N)cc1
854,N#CCOc1ccc(OCc2ccccc2)cc1
855,N#C[C@H](O)c1ccccc1
856,COc1ccccc1C(=O)CCCCC#N
857,COc1ccccc1C(=O)CCCCCC#N
858,COc1ccccc1C(=O)CCCCCCC#N
859,COc1ccc(CC#N)cc1
860,COc1ccc(OC)c(C#N)c1
861,COc1ccc(C(C)=O)cc1CC#N
862,N#Cc1ccc(OC(=O)c2c(Cl)cccc2Cl)cc1
863,N#CCSc1cccc(C(=O)O)c1
864,N#Cc1ccccc1Oc1ccc(C(=O)O)cc1Cl
865,N#CCS(=O)(=O)Cc1ccc(C(=O)O)cc1
866,N#CCc1ccc(CO)cc1
867,COc1cc(OC)cc(C(O)C#N)c1
868,COc1ccccc1C(N)C#N.O=C(O)C(F)(F)F
869,Cc1ccc(OCC#N)c(C)c1
