,yield,412_organocatalyst,1948_organocatalyst,302_organocatalyst,1485_organocatalyst,1796_organocatalyst,892_organocatalyst,946_R1-,2006_organocatalyst,280_organocatalyst,1820_R1-,1813_R1-,934_organocatalyst,1214_organocatalyst,1114_R1-,778_organocatalyst,523_R1-,82_R1-,876_organocatalyst,1030_organocatalyst
20,85.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,1.0792776476906778,-0.831765574858813,0.1968307319176934,1.0143859236275947,1.170917160603126,-0.6816169632266371,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,1.8691072746829436,-0.5880827047105909,-0.0921655525425867
21,68.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,1.0792776476906778,-0.831765574858813,0.1968307319176934,1.0143859236275947,0.4427873733594923,-0.6816169632266371,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,0.0189735545336326,-0.5880827047105909,-0.0921655525425867
22,87.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,1.0792776476906778,-0.831765574858813,0.1968307319176934,1.0143859236275947,-0.541852501466416,-0.6816169632266371,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,0.061932034967179,-0.5880827047105909,-0.0921655525425867
23,37.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,-1.7030589097496769,-0.831765574858813,0.1968307319176934,-1.281429390252064,-0.9366083661966164,-0.6816169632266371,0.0433908039550543,-0.4365142739894774,-0.5027093945162604,0.8889250455614218,0.2337180603500145,-0.5880827047105909,-0.0921655525425867
24,9.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,-2.398643049109765,-0.831765574858813,0.1968307319176934,1.0143859236275947,-0.2971947587647678,-0.6816169632266371,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,-0.1751292432332176,-0.5880827047105909,-0.0921655525425867
25,84.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,1.0792776476906778,-0.831765574858813,0.1968307319176934,1.0143859236275947,1.170917160603126,-0.6816169632266371,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,1.0387604694894224,-0.5880827047105909,-0.0921655525425867
26,86.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,-0.2913388350696258,-0.0892320381952652,0.7426557552681239,-0.9338867994574804,-0.322046320454752,0.784682886172825,-1.0632291354613486,-0.9548414685938388,-0.7168032960279015,0.0433908039550543,-1.087699647379818,-0.7489663110430561,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
27,39.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,-0.2913388350696258,-0.0892320381952652,0.7426557552681239,-0.9338867994574804,-0.322046320454752,0.784682886172825,1.0143859236275947,0.4439599673021102,-0.7168032960279015,0.0433908039550543,-1.087699647379818,-0.7489663110430561,-1.116867108954793,0.5032660322826934,-0.5880827047105909,-0.0921655525425867
28,88.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,-0.2913388350696258,-0.0892320381952652,0.7426557552681239,1.0792776476906778,-0.322046320454752,0.784682886172825,1.0143859236275947,1.170917160603126,-0.7168032960279015,0.0433908039550543,1.03099485623337,-0.7489663110430561,0.8889250455614218,1.8691072746829436,-0.5880827047105909,-0.0921655525425867
29,83.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,-0.2913388350696258,-0.0892320381952652,0.7426557552681239,-0.9338867994574804,-0.322046320454752,0.784682886172825,0.8451672084107738,1.170917160603126,-0.7168032960279015,0.0433908039550543,-1.087699647379818,-0.7489663110430561,-1.116867108954793,-0.3053609796535012,-0.5880827047105909,-0.0921655525425867
30,83.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,-0.2913388350696258,-0.0892320381952652,0.7426557552681239,1.0792776476906778,-0.322046320454752,0.784682886172825,0.8451672084107738,1.170917160603126,-0.7168032960279015,0.0433908039550543,1.03099485623337,-0.7489663110430561,0.8889250455614218,-0.6414650612129099,-0.5880827047105909,-0.0921655525425867
31,86.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,-0.2913388350696258,-0.0892320381952652,0.7426557552681239,0.3810068651938893,-0.322046320454752,0.784682886172825,0.8088328444728345,1.170917160603126,-0.7168032960279015,0.0433908039550543,0.7372147759914482,-0.7489663110430561,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.0921655525425867
32,87.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,-0.2913388350696258,-0.0892320381952652,0.7426557552681239,1.0792776476906778,-0.322046320454752,0.784682886172825,1.0143859236275947,1.170917160603126,-0.7168032960279015,0.0433908039550543,1.03099485623337,-0.7489663110430561,0.8889250455614218,1.8691072746829436,-0.5880827047105909,-0.0921655525425867
33,7.0,0.3887804892759918,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9955300820243986,1.327236178219779,-0.9338867994574804,-0.9449815918253578,-0.29705619873655,-1.0632291354613486,-0.9548414685938388,1.7715498449396323,0.0433908039550543,-1.087699647379818,-0.5027093945162604,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
34,32.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.6611368874743295,-0.9338867994574804,-0.322046320454752,-0.2379647282869943,-1.0632291354613486,-0.9548414685938388,-0.3634476600149043,-2.2816519090613783,-1.087699647379818,-0.5027093945162604,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.3522682654085386
35,80.0,0.3887804892759918,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-1.2793916466916322,-0.9338867994574804,-0.322046320454752,0.784682886172825,-1.0632291354613486,-0.9548414685938388,-0.8029730264289056,0.0433908039550543,-1.087699647379818,-0.7489663110430561,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
36,6.0,0.3887804892759918,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-1.2793916466916322,-0.9338867994574804,-0.322046320454752,0.1968307319176934,-1.0632291354613486,-0.9548414685938388,-0.8029730264289056,0.0433908039550543,-1.087699647379818,-0.5027093945162604,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
37,11.0,-0.1214409027098816,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-1.2793916466916322,-0.9338867994574804,-0.322046320454752,-1.552934084525735,-1.0632291354613486,-0.9548414685938388,-0.8029730264289056,0.0433908039550543,-1.087699647379818,-0.7489663110430561,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
38,32.0,0.3887804892759918,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,0.7426557552681239,-0.9338867994574804,-0.322046320454752,-1.7025483258253231,-1.0632291354613486,-0.9548414685938388,-0.7168032960279015,0.0433908039550543,-1.087699647379818,-0.7489663110430561,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
39,3.0,0.7860795190077997,-0.3997460539612311,0.1449044296675004,3.4788266106298837,1.4109025476081418,0.7426557552681239,-0.9338867994574804,0.826048200562686,2.3150174593814983,-1.0632291354613486,-0.9548414685938388,0.7033368877235744,5.15743456324684,-1.087699647379818,2.121955838222906,-1.116867108954793,-0.8596419478719819,2.265476759682614,-0.0921655525425867
40,0.0,-1.0418844122229105,-1.073899121776155,-0.5497712116514781,-0.7580254506892943,-0.3001227623659498,-0.6611368874743295,-0.9338867994574804,-0.9871698985021482,-1.180831988056506,-1.0632291354613486,-0.9548414685938388,-0.7309542876308159,-2.0689574772030963,-1.087699647379818,-0.8817404305523725,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.650822219060186
41,50.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,1.0792776476906778,-0.831765574858813,0.1968307319176934,0.5287933895274699,-1.1482557343164566,-0.6816169632266371,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,-0.0617290819119212,-0.5880827047105909,-0.0921655525425867
42,40.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,1.0792776476906778,-0.831765574858813,0.1968307319176934,1.0143859236275947,-0.3188053171167502,-0.6816169632266371,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,1.5070811645875863,-0.5880827047105909,-0.0921655525425867
43,0.0,0.7860795190077997,-0.5658917597843955,-0.5497712116514781,0.2231269988235053,0.7585387847191534,0.1507534127897385,1.0792776476906778,-0.831765574858813,0.1968307319176934,-0.1160046600044726,-0.3377440754468185,-0.6816169632266371,0.0433908039550543,0.9496936405746385,-0.5027093945162604,0.8889250455614218,-0.3536809614633864,-0.5880827047105909,-0.0921655525425867
44,4.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,0.3850738649398101,-0.0892320381952652,-0.6611368874743295,-0.9338867994574804,-0.322046320454752,-0.2443524398483393,-1.0632291354613486,-0.9548414685938388,-0.3634476600149043,-2.040690251246836,-1.087699647379818,-0.5027093945162604,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
45,6.0,0.3887804892759918,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,0.7426557552681239,-0.9338867994574804,-0.322046320454752,-0.1896540326191064,-1.0632291354613486,-0.9548414685938388,-0.7168032960279015,-1.060968297273443,-1.087699647379818,-0.7489663110430561,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
46,3.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-1.274584998405876,-0.6611368874743295,-0.9338867994574804,-0.9449815918253578,0.784682886172825,-1.0632291354613486,-0.9548414685938388,-0.3634476600149043,0.0433908039550543,-1.087699647379818,-0.5027093945162604,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.0921655525425867
47,3.0,-1.0418844122229105,-0.8217456550551733,-0.5497712116514781,-0.5363993247309046,-0.0892320381952652,-0.6611368874743295,-0.9338867994574804,-0.322046320454752,-1.1419109865402912,-1.0632291354613486,-0.9548414685938388,-0.3634476600149043,-2.2816519090613783,-1.087699647379818,-0.5027093945162604,-1.116867108954793,-0.8596419478719819,-0.5880827047105909,-0.3522682654085386
48,87.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,-0.9338867994574804,0.826048200562686,1.2430690056464688,-1.0632291354613486,-0.9548414685938388,1.7715498449396323,1.1294414518807394,-1.087699647379818,2.121955838222906,-1.116867108954793,-0.8596419478719819,1.6959699970232571,-0.0921655525425867
49,76.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,1.0143859236275947,1.170917160603126,1.7715498449396323,1.1294414518807394,0.9295606500100072,2.121955838222906,0.8889250455614218,1.8691072746829436,1.6959699970232571,-0.0921655525425867
50,93.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,0.3810068651938893,0.826048200562686,1.2430690056464688,0.8088328444728345,1.170917160603126,1.7715498449396323,1.1294414518807394,0.7372147759914482,2.121955838222906,0.8889250455614218,0.078790666210544,1.6959699970232571,-0.0921655525425867
51,90.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,1.0143859236275947,1.170917160603126,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,1.8691072746829436,1.6959699970232571,-0.0921655525425867
52,91.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,1.0143859236275947,1.170917160603126,1.7715498449396323,1.1294414518807394,-0.4204873228333132,2.121955838222906,0.8889250455614218,0.6092244334804953,1.6959699970232571,-0.0921655525425867
53,78.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,1.0143859236275947,0.4427873733594923,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,0.0189735545336326,1.6959699970232571,-0.0921655525425867
54,72.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,1.0143859236275947,-0.9548414685938388,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,-0.8596419478719819,1.6959699970232571,-0.0921655525425867
55,70.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,1.0143859236275947,-0.9548414685938388,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,-0.8596419478719819,1.6959699970232571,-0.0921655525425867
56,86.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,-1.0632291354613486,-0.863359842307425,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,-0.4234435979025504,1.6959699970232571,-0.0921655525425867
57,73.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,-1.0632291354613486,0.5692158367629732,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,-0.2273903784939084,1.6959699970232571,-0.0921655525425867
58,81.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,1.0143859236275947,-0.541852501466416,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,0.061932034967179,1.6959699970232571,-0.0921655525425867
59,91.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,1.0792776476906778,0.826048200562686,1.2430690056464688,0.8451672084107738,-0.2229689869731416,1.7715498449396323,1.1294414518807394,1.03099485623337,2.121955838222906,0.8889250455614218,0.5908703897047733,1.6959699970232571,-0.0921655525425867
60,80.0,1.3643285487298782,1.4884671694337863,1.0836663572003455,1.1972629838508448,0.4379846921494772,1.327236178219779,-1.7030589097496769,0.826048200562686,1.2430690056464688,-1.281429390252064,-0.9366083661966164,1.7715498449396323,1.1294414518807394,-0.4365142739894774,2.121955838222906,0.8889250455614218,0.2337180603500145,1.6959699970232571,-0.0921655525425867
61,90.0,-0.5033054489944945,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,1.327236178219779,1.0792776476906778,-0.8513149143602735,-0.4599690566105175,1.0143859236275947,1.170917160603126,1.4036950791220897,-1.060968297273443,1.03099485623337,-0.9655859248475436,0.8889250455614218,1.8691072746829436,-0.5880827047105909,-0.5797798566563696
62,5.0,-0.7272733194775919,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-1.087177872474836,1.327236178219779,1.0792776476906778,-0.6557166443881377,-0.3991788891362091,1.0143859236275947,1.170917160603126,-0.7974606051167995,-1.060968297273443,1.03099485623337,-1.0437088698673422,0.8889250455614218,1.8691072746829436,-0.5880827047105909,-0.0921655525425867
63,75.0,0.2169405390271253,-0.5658917597843955,-0.5497712116514781,-0.9422184046987166,-0.9859635384273656,-1.906878117596183,1.0792776476906778,-0.9939331627584296,-1.4979476806561818,1.0143859236275947,1.170917160603126,-0.4120219520591059,0.0433908039550543,1.03099485623337,-0.5027093945162604,0.8889250455614218,1.8691072746829436,-0.5880827047105909,-0.5797798566563696
64,39.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.6611368874743295,0.3810068651938893,-0.8744195518853177,-0.911658139741277,0.8088328444728345,1.170917160603126,-0.7159993746132102,-1.745773402550476,0.7372147759914482,-0.5027093945162604,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
65,64.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.6611368874743295,0.3810068651938893,-0.322046320454752,-0.911658139741277,0.8088328444728345,1.170917160603126,-0.3634476600149043,-0.4341863809407499,0.7372147759914482,-0.5135549449654853,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
66,69.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.9808492557228304,0.3810068651938893,-0.322046320454752,-0.911658139741277,0.8088328444728345,1.170917160603126,-0.5228187506237836,-0.4341863809407499,0.7372147759914482,-0.5027093945162604,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
67,47.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.9808492557228304,0.3810068651938893,-0.4677274373391731,-1.87036497448651,0.8088328444728345,1.170917160603126,-0.5228187506237836,-0.4341863809407499,0.7372147759914482,-0.5027093945162604,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
68,63.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.9808492557228304,0.3810068651938893,-0.4419921554933226,-1.2645635210488064,0.8088328444728345,1.170917160603126,-0.6816169632266371,-0.4341863809407499,0.7372147759914482,-0.6346877806503628,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
69,9.0,-1.0418844122229105,-0.5658917597843955,-0.6760856769862524,-0.9336738553015947,-0.9859635384273656,-0.6611368874743295,0.3810068651938893,-0.322046320454752,-0.911658139741277,0.8088328444728345,1.170917160603126,-0.5228187506237836,-1.6477658676758362,0.7372147759914482,-0.6961361644128137,0.8889250455614218,0.078790666210544,-0.7064338246032813,-0.6723784468001298
70,29.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-1.1770902895040969,0.3810068651938893,-0.322046320454752,-1.2748268948777142,0.8088328444728345,1.170917160603126,-0.812141826961684,-0.4341863809407499,0.7372147759914482,-0.5027093945162604,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
71,91.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.9808492557228304,0.3810068651938893,-0.322046320454752,-0.911658139741277,0.8088328444728345,1.170917160603126,-0.5228187506237836,-0.4341863809407499,0.7372147759914482,-0.5027093945162604,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
72,33.0,-1.0418844122229105,-0.5658917597843955,-0.5497712116514781,-0.9336738553015947,-0.9859635384273656,-0.9808492557228304,0.3810068651938893,-0.322046320454752,-0.911658139741277,0.8088328444728345,1.170917160603126,-0.5228187506237836,-0.4341863809407499,0.7372147759914482,-0.5027093945162604,0.8889250455614218,0.078790666210544,-0.5880827047105909,-0.6723784468001298
