,yield,MAXssssC_x,MINssssC_x,MDEC-34_y,MAXsF_x,MINsF_x,MDEC-13_y,MINaaS_x,MAXaaS_x,GGI1_y,MAXssssC_y,MINssssC_y,ETA_eta_BR_y,AATSC0d_y,mZagreb1_y,ETA_eta_B_y,GATS5Z_x,ATSC4Z_y,ATSC4m_y,Xc-3d_y
20,85.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,2.024633708569158,0.1178522016611382,0.0255637692439304,-0.4640111756437078
21,68.0,-1.0,-1.0,,-1.224744871391585,-1.224744871391585,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,1.4740918360322948,0.1178522016611382,0.0255637692439304,-0.4640111756437078
22,87.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,0.4225337359452096,0.1178522016611382,0.0255637692439304,-0.4640111756437078
23,37.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,,0.1178522016611382,0.0255637692439304,-0.4640111756437078
24,9.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,-0.9215901528829502,0.1178522016611382,0.0255637692439304,-0.4640111756437078
25,84.0,,,,,,-0.1729636545085497,0.7071067811865511,0.7071067811865511,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,,0.1178522016611382,0.0255637692439304,-0.4640111756437078
26,86.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,-0.9330409891363706,1.1269985335073505,1.06683024912113,-0.1776307386140102
27,39.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,-0.1633059077592081,1.1269985335073505,1.06683024912113,-0.1776307386140102
28,88.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,-0.0840803037175177,1.1269985335073505,1.06683024912113,-0.1776307386140102
29,83.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,0.2175040614055033,1.1269985335073505,1.06683024912113,-0.1776307386140102
30,83.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,0.2548475734999155,1.1269985335073505,1.06683024912113,-0.1776307386140102
31,86.0,,,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,0.26885139053532,1.1269985335073505,1.06683024912113,-0.1776307386140102
32,87.0,0.9999999999999998,0.9999999999999998,,,,,,,0.0928143365909203,,,0.145425445207044,1.2129908791676545,0.0993353880279819,0.4355373371819674,0.3927913557058424,1.1269985335073505,1.06683024912113,-0.1776307386140102
33,7.0,,,,,,,,,-2.227544078182085,,,-2.6977360903081524,-3.0294085843473346,-3.4813102778777045,-1.7781992491882173,-0.9330409891363706,-0.6704507317407263,-0.6353644166044669,-1.885396459731852
34,32.0,,,,,,,,,-1.7634723952274842,,,-2.018979723730066,-1.8507445529027455,-2.4044270595787784,-1.2497073632520472,-0.9330409891363706,-0.964058501709526,-0.9296714478169102,-1.4913483157475074
35,80.0,,,,,,,,,-1.299400712272883,,,-1.340147357110934,-0.6900486500295542,-1.569842807696077,-0.7211563023202511,-0.9330409891363706,-0.7929329984119251,-0.7881630075477652,-1.1088613041344615
36,6.0,,,,,,-1.5297883162865988,,,-1.299400712272883,,,-1.6290235131251882,-1.253050011933385,-1.3275438412798524,-0.946080460694832,-0.9330409891363706,-1.1268254477047477,-1.1318654006659628,-1.2376001071851863
37,11.0,,,,,,-1.5297883162865988,,,-1.299400712272883,,,-1.6290235131251882,-1.253050011933385,-1.3275438412798524,-0.946080460694832,-0.9330409891363706,-1.3131041877175775,-1.2979506222275723,-1.2909118450070325
38,32.0,,,,,,,,,-0.8353290293182819,,,-1.212163287990175,-1.253050011933385,-1.3275438412798524,-0.6215056096859986,-0.9330409891363706,-0.7223940923861911,-0.6960367466727005,-0.9121355839454196
39,3.0,,,,,,-1.561094257357591,,,-1.7634723952274842,,,-2.121731779223692,-2.632414649307561,-2.7544133786290304,-0.8208069949545039,-0.9330409891363706,-0.1187816597297071,-0.0818512938983959,-1.3471138659217026
40,0.0,,,,,,-1.561094257357591,,,0.5568860195455214,,,0.3028975302534886,1.125975413758993,-0.6477595530611487,0.558147928119124,-0.9330409891363706,-1.6227196812233864,-1.542713881967354,0.9309699738674048
41,50.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,0.2863561618295757,0.1178522016611382,0.0255637692439304,-0.4640111756437078
42,40.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,0.3231753947260364,0.1178522016611382,0.0255637692439304,-0.4640111756437078
43,0.0,,,,,,-0.1729636545085497,,,0.0928143365909203,,,-0.4322508667804196,-0.1211709190331921,0.5839333208604315,-0.0142518045715681,0.2287101577854834,0.1178522016611382,0.0255637692439304,-0.4640111756437078
44,4.0,,,,,,,,,-0.3712573463636808,,,-0.5334069214120882,0.3222689332571794,-0.7352585558133757,-0.0930137237498286,-0.9330409891363706,-0.4043788264166152,-0.4083818136587042,-0.5705787103243122
45,6.0,,,,,,,,,-0.8353290293182819,,,-0.6613149904918016,0.3222689332571794,-0.7352585558133757,-0.192605241388455,-0.9330409891363706,0.0183177401262554,-0.018449529694754,-0.7159133324241598
46,3.0,,,,,,,,,-1.299400712272883,,,-1.340147357110934,-0.6900486500295542,-1.569842807696077,-0.7211563023202511,-0.9330409891363706,-0.7929329984119251,-0.7881630075477652,-1.1088613041344615
47,3.0,,,,,,,,,-0.8353290293182819,,,-1.212163287990175,-0.6900486500295542,-1.569842807696077,-0.6215056096859986,-0.9330409891363706,-1.2755640704230584,-1.2361881998478554,-0.953047074949662
48,87.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,-0.9330409891363706,1.4892041132951193,1.526601026611586,1.6618200096104685
49,76.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,0.0020646018228883,1.4892041132951193,1.526601026611586,1.6618200096104685
50,93.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,0.26885139053532,1.4892041132951193,1.526601026611586,1.6618200096104685
51,90.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,2.024633708569158,1.4892041132951193,1.526601026611586,1.6618200096104685
52,91.0,,,0.1856953381770524,0.8164965809277303,0.8164965809277303,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,1.0137353492090444,1.4892041132951193,1.526601026611586,1.6618200096104685
53,78.0,-1.0,-1.0,0.1856953381770524,-1.224744871391585,-1.224744871391585,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,1.4740918360322948,1.4892041132951193,1.526601026611586,1.6618200096104685
54,72.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,1.6937694077083212,1.4892041132951193,1.526601026611586,1.6618200096104685
55,70.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,1.923319282639471,1.4892041132951193,1.526601026611586,1.6618200096104685
56,86.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,-0.1633059077592081,1.4892041132951193,1.526601026611586,1.6618200096104685
57,73.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,0.2175040614055033,1.4892041132951193,1.526601026611586,1.6618200096104685
58,81.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,0.4225337359452096,1.4892041132951193,1.526601026611586,1.6618200096104685
59,91.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,0.6830474726625463,1.4892041132951193,1.526601026611586,1.6618200096104685
60,80.0,,,0.1856953381770524,,,0.4917163095737314,,,1.4850293854547236,-0.4935047561453021,-0.4935047561453019,1.6605622634917532,1.572579464791497,1.021408950704254,1.6152500499827158,,1.4892041132951193,1.526601026611586,1.6618200096104685
61,90.0,,,,,,,,,-1.299400712272883,,,-1.340147357110934,-0.3440209161577104,-1.8121417741123016,-0.7211563023202511,-0.0840803037175177,-1.7882255202482178,-1.7569823940015683,-1.1858174223543836
62,5.0,,,,,,,,,-1.299400712272883,,,-1.340147357110934,-0.5577173383496296,-1.8121417741123016,-0.7211563023202511,-0.0840803037175177,-2.199649357111042,-2.1851957105376814,-1.1858174223543836
63,75.0,,,,,,,,,0.0928143365909203,,,0.7990257981990434,1.1344509461039929,0.7993080261284855,0.4355373371819674,-0.0840803037175177,-1.286097685089968,-1.271564304053519,0.0498811582605397
64,39.0,,,,,,-1.7431318234970152,,,-0.8353290293182819,,,-0.8474390910124303,-1.3917097210975746,-0.1429635783882428,-0.8464297680605796,0.26885139053532,-0.0016254950665245,0.0284061542796103,-0.8070411612927711
65,64.0,,,,,,-1.2057317949276047,,,-0.8353290293182819,,,-0.8474390910124303,-0.1983547669216537,-0.8698604776369172,-0.8464297680605796,0.26885139053532,-1.09037500411948,-1.089646787838892,-0.8070411612927711
66,69.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.26885139053532,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
67,47.0,,,,,,,,,0.0928143365909203,,,0.3509295561942959,-0.2685321747382485,0.0724111268798111,-0.4222633994131192,0.26885139053532,-1.400169454162466,-1.4121178136445205,-0.0149917119326048
68,63.0,,,,,,-1.411571201218135,,,0.0928143365909203,,,0.062053400180041,-0.5135315630576994,0.3147100932960359,-0.6471875577877003,0.26885139053532,-1.807631272964612,-1.8013262043495624,-0.1726519928992734
69,9.0,,,,,,-0.8834369911253793,,,-0.8353290293182819,,,-0.5853909494872659,-1.9261202872242735,1.6608165391593577,-0.6423943831419909,0.26885139053532,0.5347812502853693,0.5747130226327303,-0.6909636628873884
70,29.0,,,,,,,,,-0.8353290293182819,,,0.1977894734874496,-0.9400203506580715,0.4223974459300629,-1.050405977983542,0.26885139053532,0.5592319532583068,0.6041851607106427,-0.1625266785805387
71,91.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.26885139053532,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
72,33.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.26885139053532,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
73,0.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
74,0.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.26885139053532,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
75,0.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.6830474726625463,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
76,32.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
77,46.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
78,36.0,,,,,,-1.411571201218135,,,0.0928143365909203,,,0.062053400180041,-0.5135315630576994,0.3147100932960359,-0.6471875577877003,-0.9330409891363706,-1.807631272964612,-1.8013262043495624,-0.1726519928992734
79,44.0,,,,,,,,,0.0928143365909203,,,0.3509295561942959,-0.2685321747382485,0.0724111268798111,-0.4222633994131192,-0.9330409891363706,-1.400169454162466,-1.4121178136445205,-0.0149917119326048
80,11.0,,,,,,,,,-1.299400712272883,,,-1.2373953016173078,-0.6007730426622265,-1.9467533878945,-1.1500566706177946,-0.9330409891363706,-1.121685809828362,-1.0993047603865311,-1.060789369855092
81,40.0,,,,,,-1.1776330794720966,,,0.0928143365909203,,,0.062053400180041,-0.5135315630576994,0.3147100932960359,-0.6471875577877003,-0.9330409891363706,-1.271374526285575,-1.2617722820447408,-0.1726519928992734
82,21.0,,,,,,-0.0430057440810227,,,-0.8353290293182819,,,0.0950374179938234,-0.3092147299942464,0.0724111268798111,-0.6215056096859986,-0.9330409891363706,-1.1425561563280435,-1.1178338763607163,-0.3216414245874675
83,8.0,,,,,,,,,-0.8353290293182819,,,0.1977894734874496,-0.9400203506580715,0.4223974459300629,-1.050405977983542,-0.9330409891363706,0.5592319532583068,0.6041851607106427,-0.1625266785805387
84,17.0,,,,,,-0.207891249972144,,,-0.8353290293182819,,,-0.5853909494872659,-1.0192383263093323,0.6916206734944585,-0.6423943831419909,-0.9330409891363706,-0.115282201417093,-0.0849939654282818,-0.6909636628873884
85,37.0,,,,,,-1.7431318234970152,,,-0.8353290293182819,,,-0.8474390910124303,-1.3917097210975746,-0.1429635783882428,-0.8464297680605796,-0.9330409891363706,-0.0016254950665245,0.0284061542796103,-0.8070411612927711
86,21.0,,,,,,-1.2057317949276047,,,-0.8353290293182819,,,-0.8474390910124303,-0.1983547669216537,-0.8698604776369172,-0.8464297680605796,-0.9330409891363706,-1.09037500411948,-1.089646787838892,-0.8070411612927711
87,21.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
88,7.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
89,0.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
90,2.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
91,14.0,,,-5.385164807134503,,,0.0964822363812426,,,1.0209577025001226,0.4491505124984331,0.4491505124984329,0.9817298968726204,0.8990571611088747,0.1868246988215526,1.08669898905092,-0.9330409891363706,1.1171625122597637,1.1714213762019303,1.3210836034479687
92,86.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
93,67.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.0840803037175177,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
94,69.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.26885139053532,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
95,88.0,,,,0.8164965809277303,0.8164965809277303,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,1.0137353492090444,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
96,80.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,2.024633708569158,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
97,84.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,2.1275786831007637,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
98,79.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,1.6937694077083212,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
99,82.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,1.955993134501326,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
100,90.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,2.840661482475049,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
101,65.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,1.1996668758129163,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
102,80.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.8868153990210969,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
103,76.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,0.6830474726625463,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
104,89.0,,,,,,,0.7071067811865511,0.7071067811865511,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
105,94.0,,,,,,,,,-0.8353290293182819,,,-0.4558108795045497,-0.8306294798586118,-0.7621731250028903,-1.050405977983542,-0.9330409891363706,-0.690997332381627,-0.6668782411554035,-0.5532743057427548
106,99.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,,1.166358399767672,1.1941110302463294,1.533099853547439
107,80.0,,,0.1856953381770524,0.8164965809277303,0.8164965809277303,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,1.0137353492090444,1.166358399767672,1.1941110302463294,1.533099853547439
108,97.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,2.024633708569158,1.166358399767672,1.1941110302463294,1.533099853547439
109,98.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,2.1275786831007637,1.166358399767672,1.1941110302463294,1.533099853547439
110,99.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,1.1996668758129163,1.166358399767672,1.1941110302463294,1.533099853547439
111,75.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,-0.0840803037175177,1.166358399767672,1.1941110302463294,1.533099853547439
112,95.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,0.26885139053532,1.166358399767672,1.1941110302463294,1.533099853547439
113,95.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,1.6937694077083212,1.166358399767672,1.1941110302463294,1.533099853547439
114,81.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,1.6937694077083212,1.166358399767672,1.1941110302463294,1.533099853547439
115,95.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,1.955993134501326,1.166358399767672,1.1941110302463294,1.533099853547439
116,89.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,0.2548475734999155,1.166358399767672,1.1941110302463294,1.533099853547439
117,99.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,-0.264162935238044,1.166358399767672,1.1941110302463294,1.533099853547439
118,83.0,,,0.1856953381770524,,,1.436596276971814,-1.4142135623730914,-1.4142135623730914,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,,1.166358399767672,1.1941110302463294,1.533099853547439
119,99.0,,,0.1856953381770524,,,1.436596276971814,,,1.4850293854547236,0.7858131084426243,0.785813108442624,1.3716861074774978,0.8990571611088747,1.2637079171204788,1.390325891608135,-0.9330409891363706,1.166358399767672,1.1941110302463294,1.533099853547439
